date,latitude,longitude,target_pm25,pm25,target_pm10,pm10,target_no2,no2,target_o3,o3,target_co,co,target_so2,so2,temperature_c,wind_speed_ms,wind_direction_deg,humidity_perc,pressure_hpa,tempo_no2_col,tempo_hcho_col,day_of_year,day_of_week
2008-02-10,33.82376,-118.18921,22.0,18.9,29.0,29.0,37.913043,39.913043,0.014706,0.011765,1.3009965000000001,1.452536,3.762422,6.330435,16.944444444444443,1.425438411852,111.791667,46.125,1012.5,0.00034989889025567334,0.00013781680650065966,41,6
2008-02-11,33.82376,-118.18921,29.4,22.0,37.0,29.0,44.217391,37.913043,0.008,0.014706,1.193116,1.3009965000000001,3.215528,3.762422,15.925926111111108,1.296827411852,151.416667,62.166667,1011.458333,0.0001470949080751875,0.00014332445844518542,42,0
2008-02-12,33.82376,-118.18921,28.3,29.4,38.0,37.0,40.695652,44.217391,0.011647,0.008,1.3686595000000001,1.193116,3.381056,3.215528,16.064815,1.4661654000000002,164.25,71.875,1010.791667,0.00034409755120257303,7.001777488764346e-05,43,1
2008-02-13,33.82376,-118.18921,19.0,28.3,16.0,38.0,21.652174,40.695652,0.025529,0.011647,0.6647645,1.3686595000000001,1.5397515,3.381056,11.643518333333335,1.7212437118519999,145.75,92.958333,1004.708333,0.0003396435704133243,7.818134816608871e-05,44,2
2008-02-14,33.82376,-118.18921,9.4,19.0,27.0,16.0,21.913043,21.652174,0.011059,0.025529,0.47536200000000006,0.6647645,2.129193,1.5397515,11.967592777777776,1.785549211852,117.458333,60.833333,1003.916667,0.00012514786108156026,0.00013181922989478873,45,3
2008-02-15,33.82376,-118.18921,8.6,9.4,23.0,27.0,25.869565,21.913043,0.015353,0.011059,0.6894020000000001,0.47536200000000006,2.2086955,2.129193,12.870370555555553,2.137086288148,210.0,38.708333,1012.5,0.0003193010886049418,0.00012022855972695161,46,4
2008-02-16,33.82376,-118.18921,12.8,8.6,23.0,23.0,21.565217,25.869565,0.019529,0.015353,0.641938,0.6894020000000001,2.0863354999999997,2.2086955,11.875,1.6162117381480001,125.0,72.083333,1015.291667,0.0002947771206260056,0.00010249889404672347,47,5
2008-02-17,33.82376,-118.18921,19.7,12.8,23.0,23.0,16.826087,21.565217,0.029882,0.019529,0.5399455,0.641938,2.143789,2.0863354999999997,12.569444444444445,1.5626236500000001,171.25,79.958333,1013.166667,0.00016781085675113158,6.177168072045758e-05,48,6
2008-02-18,33.82376,-118.18921,22.5,19.7,28.0,23.0,23.826087,16.826087,0.027176,0.029882,0.6296195,0.5399455,1.9711180000000001,2.143789,12.291666666666666,1.3889988000000002,159.25,84.125,1011.25,0.0002059311737111592,5.570667559533277e-05,49,0
2008-02-19,33.82376,-118.18921,12.6,22.5,17.0,28.0,23.4,23.826087,0.019571,0.027176,0.4317645,0.6296195,2.1083334999999996,1.9711180000000001,12.870370555555553,1.354702361852,214.083333,79.166667,1013.583333,0.00019742730996281623,0.00012156121987723855,50,1
2008-02-20,33.82376,-118.18921,6.9,12.6,12.0,17.0,18.086957,23.4,0.02,0.019571,0.3550725,0.4317645,1.5757765,2.1083334999999996,12.407407222222224,2.9559093118520003,223.291667,87.458333,1011.291667,0.0004686671467460274,0.00010397456468491693,51,2
2008-02-21,33.82376,-118.18921,8.1,6.9,20.0,12.0,15.652174,18.086957,0.031,0.02,0.4828805,0.3550725,1.172671,1.5757765,11.666666666666666,2.3214285500000003,123.208333,86.75,1011.0,0.00046159780793675635,0.00014432413164038526,52,3
2008-02-22,33.82376,-118.18921,4.4,8.1,8.0,20.0,13.391304,15.652174,0.021353,0.031,0.3553445,0.4828805,1.0863355000000001,1.172671,11.550926111111108,2.9194697,165.125,89.791667,1008.375,0.00037809483041886,8.306768428905639e-05,53,4
2008-02-23,33.82376,-118.18921,7.5,4.4,14.0,8.0,18.043478,13.391304,0.026529,0.021353,0.5425725,0.3553445,1.1080745,1.0863355000000001,11.319444444444445,1.9806094,134.75,81.208333,1012.833333,0.00018699259546344732,7.000998875610626e-05,54,5
2008-02-24,33.82376,-118.18921,5.9,7.5,14.5,14.0,11.73913,18.043478,0.019765,0.026529,0.387138,0.5425725,1.0431675,1.1080745,11.875,2.2121092,149.25,93.916667,1014.666667,0.00021100930376225814,0.00014868610935395992,55,6
2008-02-25,33.82376,-118.18921,11.1,5.9,25.0,14.5,25.26087,11.73913,0.010647,0.019765,0.6405795000000001,0.387138,1.7552794999999999,1.0431675,13.564814999999998,1.44687375,195.291667,77.375,1015.833333,0.00018352334772476416,0.00010627118380700882,56,0
2008-02-26,33.82376,-118.18921,10.9,11.1,29.0,25.0,31.347826,25.26087,0.013882,0.010647,0.9748185,0.6405795000000001,2.0291930000000002,1.7552794999999999,18.26388888888889,2.081354511852,163.416667,44.5,1015.166667,0.00048728920219610417,0.00010217177052451525,57,1
2008-02-27,33.82376,-118.18921,9.2,10.9,23.0,29.0,27.65,31.347826,0.019929,0.013882,0.7332354999999999,0.9748185,1.725,2.0291930000000002,18.912037222222224,2.188530688148,227.916667,38.166667,1011.583333,0.0001496652211768809,0.00013878882840576116,58,2
2008-02-28,33.82376,-118.18921,13.4,9.2,25.0,23.0,18.521739,27.65,0.034235,0.019929,0.5634055,0.7332354999999999,1.4891305,1.725,14.120370555555553,1.894868561852,122.333333,85.833333,1007.125,0.000428379379696268,0.00012357693188769974,59,3
2008-02-29,33.82376,-118.18921,12.9,13.4,25.0,25.0,12.565217,18.521739,0.034647,0.034235,0.389312,0.5634055,1.0863355000000001,1.4891305,14.050926111111108,1.599063261852,154.833333,82.458333,1013.125,0.00015081142727674734,6.240913453473126e-05,60,4
2008-03-01,33.82376,-118.18921,18.1,12.9,19.5,25.0,17.913043,12.565217,0.026882,0.034647,0.4236415,0.389312,1.402795,1.0863355000000001,12.939814999999998,1.354702361852,233.875,87.833333,1013.333333,0.0002439406470899799,5.630997901873052e-05,61,5
2008-03-02,33.82376,-118.18921,16.3,18.1,27.0,19.5,22.478261,17.913043,0.025235,0.026882,0.620199,0.4236415,1.80559,1.402795,14.444444444444445,1.352559188148,168.791667,63.375,1011.291667,0.0003497714975012654,5.2152710736958455e-05,62,6
2008-03-03,33.82376,-118.18921,13.1,16.3,32.0,27.0,33.347826,22.478261,0.018529,0.025235,1.139221,0.620199,2.690683,1.80559,15.76388888888889,1.85842895,170.291667,39.208333,1016.875,0.00027460534251095274,5.5182049528153674e-05,63,0
2008-03-06,33.82376,-118.18921,16.5,14.4,25.0,30.0,26.73913,22.73913,0.028647,0.019765,0.7418480000000001,0.511413,1.7192545,1.68323,15.277777777777777,1.6162117381480001,180.958333,66.5,1016.833333,0.00011802540087691824,9.643431208222388e-05,66,3
2008-03-07,33.82376,-118.18921,17.4,16.5,31.0,25.0,34.782609,26.73913,0.020353,0.028647,0.7916665,0.7418480000000001,2.604037,1.7192545,16.620370555555553,1.631216011852,180.416667,56.25,1016.75,0.0002509775956131226,9.746369322016373e-05,67,4
2008-03-08,33.82376,-118.18921,15.1,17.4,28.0,31.0,23.130435,34.782609,0.034941,0.020353,0.6974640000000001,0.7916665,2.373913,2.604037,15.046296111111113,1.8412809881480001,137.375,70.625,1010.541667,0.00015063994796615435,0.00013066734180353938,68,5
2008-03-09,33.82376,-118.18921,11.7,15.1,20.0,28.0,15.826087,23.130435,0.033824,0.034941,0.4511775,0.6974640000000001,1.6546585,2.373913,17.17592611111111,1.70409575,206.458333,60.166667,1012.583333,0.0004178625542958256,9.361841639243251e-05,69,6
2008-03-10,33.82376,-118.18921,11.5,11.7,24.0,20.0,33.956522,15.826087,0.025941,0.033824,0.8637684999999999,0.4511775,1.9496895,1.6546585,18.958333333333332,1.875576911852,165.25,33.916667,1017.375,0.00026837175630373226,5.3327879408063005e-05,70,0
2008-03-11,33.82376,-118.18921,17.8,11.5,32.0,24.0,40.043478,33.956522,0.021294,0.025941,0.859511,0.8637684999999999,2.4173915,1.9496895,18.310184999999997,1.502605011852,170.541667,42.458333,1015.333333,0.00016389747577529482,9.563687609428633e-05,71,1
2008-03-12,33.82376,-118.18921,17.0,17.8,33.0,32.0,28.913043,40.043478,0.023,0.021294,0.6976450000000001,0.859511,1.8704969999999999,2.4173915,16.38888888888889,1.4618785381480002,156.708333,71.791667,1010.583333,0.00018761396745093603,0.00012372057104953845,72,2
2008-03-13,33.82376,-118.18921,11.1,17.0,27.5,33.0,12.0,28.913043,0.024765,0.023,0.397373,0.6976450000000001,1.690683,1.8704969999999999,16.134259444444442,2.042771211852,163.333333,83.75,1010.583333,0.00040453051318105636,6.770703231949708e-05,73,3
2008-03-14,33.82376,-118.18921,9.3,11.1,27.0,27.5,13.913043,12.0,0.019824,0.024765,0.3725545,0.397373,1.4459629999999999,1.690683,15.13888888888889,2.4178868000000002,173.291667,76.208333,1010.583333,0.00042290112055616563,7.705106050382579e-05,74,4
2008-03-15,33.82376,-118.18921,6.5,9.3,24.0,27.0,11.782609,13.913043,0.040765,0.019824,0.4399455,0.3725545,1.3381984999999998,1.4459629999999999,12.245370555555553,3.23456665,192.916667,67.958333,1005.583333,0.00038556989934415226,8.348482229607496e-05,75,5
2008-03-16,33.82376,-118.18921,5.5,6.5,13.0,24.0,9.304348,11.782609,0.024353,0.040765,0.3300725,0.4399455,1.26677,1.3381984999999998,13.240740555555558,2.8423031,247.083333,40.625,1005.041667,0.000272109677423704,0.0001358933697601911,76,6
2008-03-17,33.82376,-118.18921,8.0,5.5,24.0,13.0,22.391304,9.304348,0.022235,0.024353,0.646558,0.3300725,2.4173915,1.26677,13.91203722222222,2.3407202,197.666667,46.75,1012.916667,0.0004831217239890611,0.00013388673544755843,77,0
2008-03-18,33.82376,-118.18921,10.0,8.0,24.0,24.0,21.913043,22.391304,0.025235,0.022235,0.587138,0.646558,2.1223605,2.4173915,14.189814999999998,1.6333597,134.916667,66.125,1015.75,0.00011950202346433714,0.00010906830015004415,78,1
2008-03-19,33.82376,-118.18921,13.2,10.0,25.0,24.0,14.565217,21.913043,0.030471,0.025235,0.3934785,0.587138,1.769565,2.1223605,13.356481666666664,1.78126235,185.75,83.083333,1014.083333,0.0002761771760323761,6.0545595590932215e-05,79,2
2008-03-20,33.82376,-118.18921,15.5,13.2,27.0,25.0,19.652174,14.565217,0.018294,0.030471,0.4278985,0.3934785,3.143789,1.769565,14.398148333333332,1.744822738148,145.375,77.708333,1013.875,0.0003637392149493953,0.00011841507063080307,80,3
2008-03-21,33.82376,-118.18921,13.7,15.5,47.0,27.0,30.0,19.652174,0.019647,0.018294,0.8448370000000001,0.4278985,2.9493785,3.143789,17.106481666666664,1.532614588148,175.0,59.166667,1014.166667,0.00022339486345146183,0.00010166938428291731,81,4
2008-03-22,33.82376,-118.18921,12.4,13.7,35.0,47.0,27.913043,30.0,0.023176,0.019647,0.7553445000000001,0.8448370000000001,2.596894,2.9493785,18.981481666666667,1.740535361852,150.75,50.541667,1013.041667,0.000414611629040791,8.139192027367353e-05,82,5
2008-03-23,33.82376,-118.18921,10.1,12.4,23.0,35.0,20.608696,27.913043,0.034706,0.023176,0.660779,0.7553445000000001,1.8059005,2.596894,22.175926111111114,2.156377938148,202.541667,21.083333,1013.083333,0.0002547132469266576,0.00011356667312050828,83,6
2008-03-24,33.82376,-118.18921,14.3,10.1,35.0,23.0,32.782609,20.608696,0.024176,0.034706,0.772373,0.660779,3.5034159999999996,1.8059005,19.120370555555557,1.70409575,133.791667,38.375,1010.666667,0.00016522714708848326,9.964077449884714e-05,84,0
2008-03-25,33.82376,-118.18921,14.8,14.3,29.0,35.0,16.956522,32.782609,0.032294,0.024176,0.4230075,0.772373,3.1937889999999998,3.5034159999999996,15.648148333333332,1.57548475,161.833333,80.833333,1011.708333,0.0003173420836396652,8.524131151040428e-05,85,1
2008-03-26,33.82376,-118.18921,13.3,14.8,29.0,29.0,11.25,16.956522,0.026182,0.032294,0.2923075,0.4230075,1.74375,3.1937889999999998,15.717592777777776,2.02562325,178.375,76.958333,1013.791667,0.00012638700556049339,0.0001166926138759159,86,2
2008-03-27,33.82376,-118.18921,8.9,13.3,30.0,29.0,16.105263,11.25,0.030333,0.026182,0.383388,0.2923075,1.9326314999999998,1.74375,15.46296277777778,1.7426790500000002,158.583333,65.5,1010.291667,0.00039964359769990154,6.861225194942608e-05,87,3
2008-03-28,33.82376,-118.18921,10.7,8.9,33.0,30.0,17.5,16.105263,0.041933,0.030333,0.40588250000000003,0.383388,2.415,1.9326314999999998,14.768518333333335,1.7834060381480001,174.166667,72.75,1006.958333,0.00018459752353324485,0.0001336262711242852,88,4
2008-03-29,33.82376,-118.18921,8.9,10.7,22.0,33.0,9.043478,17.5,0.032412,0.041933,0.3063405,0.40588250000000003,1.5826085,2.415,14.467592777777776,2.1413731499999997,169.75,80.166667,1008.083333,0.0004164038358771397,9.043740221051342e-05,89,5
2008-03-30,33.82376,-118.18921,6.8,8.9,18.0,22.0,7.478261,9.043478,0.034647,0.032412,0.242663,0.3063405,1.5757765,1.5826085,12.66203722222222,2.4178868000000002,249.291667,73.708333,1010.666667,0.0003760488153939082,6.317294991304557e-05,90,6
2008-03-31,33.82376,-118.18921,9.6,6.8,30.0,18.0,17.173913,7.478261,0.031471,0.034647,0.3638585,0.242663,1.5108695,1.5757765,12.615740555555558,2.042771211852,160.833333,67.5,1013.166667,0.0003020580447860537,9.121593538018035e-05,91,0
2008-04-01,33.82376,-118.18921,9.9,9.6,25.0,30.0,23.352941,17.173913,0.029333,0.031471,0.39390749999999997,0.3638585,1.619853,1.5108695,12.268518333333335,1.500461838148,179.0,77.625,1011.541667,0.00010465412898816027,8.881312035532635e-05,92,1
2008-04-02,33.82376,-118.18921,9.1,9.9,20.0,25.0,23.478261,23.352941,0.024118,0.029333,0.336051,0.39390749999999997,2.9639755,1.619853,13.379629444444445,1.7834060381480001,230.875,73.875,1012.416667,0.00039349537700430175,8.342803439513434e-05,93,2
2008-04-03,33.82376,-118.18921,3.8,9.1,7.0,20.0,13.411765,23.478261,0.025,0.024118,0.269748,0.336051,1.477941,2.9639755,14.652777777777777,1.8391373000000002,244.583333,84.541667,1014.625,0.00026775077521979697,0.00011953006321464832,94,3
2008-04-04,33.82376,-118.18921,18.9,3.8,21.0,7.0,15.043478,13.411765,0.030647,0.025,0.308605,0.269748,3.2658385,1.477941,14.814814999999998,1.875576911852,222.458333,84.0,1013.125,0.0003589407036882221,0.00013154837349388078,95,4
2008-04-05,33.82376,-118.18921,11.0,18.9,24.0,21.0,15.434783,15.043478,0.034588,0.030647,0.285326,0.308605,2.5257765,3.2658385,14.675926111111108,1.7834060381480001,192.916667,76.125,1008.416667,0.000445163579293311,0.0001009339638731195,96,5
2008-04-06,33.82376,-118.18921,9.8,11.0,22.5,24.0,11.608696,15.434783,0.032353,0.034588,0.29782600000000004,0.285326,2.4242235,2.5257765,14.282407222222224,1.740535361852,185.291667,76.125,1010.833333,0.000254684236399846,0.00011840870714642477,97,6
2008-04-07,33.82376,-118.18921,10.3,9.8,23.0,22.5,23.391304,11.608696,0.023588,0.032353,0.410688,0.29782600000000004,2.5537265,2.4242235,14.421296111111113,1.5583367881480001,162.125,74.541667,1010.833333,0.00040455777048566805,0.00014957551065222124,98,0
2008-04-08,33.82376,-118.18921,10.1,10.3,27.0,23.0,23.652174,23.391304,0.031412,0.023588,0.39338799999999996,0.410688,2.4891305,2.5537265,13.356481666666664,1.8069845500000001,237.791667,73.291667,1007.708333,0.00035367695389054346,0.00011522049466701183,99,1
2008-04-09,33.82376,-118.18921,9.4,10.1,26.0,27.0,21.26087,23.652174,0.030529,0.031412,0.380797,0.39338799999999996,2.3310560000000002,2.4891305,13.796296111111113,2.1520905618520003,204.041667,65.333333,1007.458333,0.0002666612527934381,7.426662645447999e-05,100,2
2008-04-10,33.82376,-118.18921,10.0,9.4,28.0,26.0,27.130435,21.26087,0.025176,0.030529,0.4410325,0.380797,3.4239129999999998,2.3310560000000002,15.32407388888889,1.779118661852,161.875,65.041667,1011.125,0.00023456557888863164,7.666174655137988e-05,101,3
2008-04-13,33.82376,-118.18921,8.0,9.3,18.0,30.0,24.086957,27.913043,0.035647,0.035588,0.5313405,0.5531705,2.1295029999999997,2.2015525,25.555555555555554,2.1520905618520003,160.958333,13.958333,1010.958333,0.00018536229240521235,0.0001458766501087624,104,6
2008-04-14,33.82376,-118.18921,14.3,8.0,33.0,18.0,29.043478,24.086957,0.034235,0.035647,0.523188,0.5313405,3.5537265,2.1295029999999997,19.23611111111111,1.817701961852,193.791667,50.208333,1008.708333,0.0002783616936768446,5.5152727225540044e-05,105,0
2008-04-15,33.82376,-118.18921,12.2,14.3,30.0,33.0,15.173913,29.043478,0.036294,0.034235,0.2914855,0.523188,1.9857145,3.5537265,14.83796277777778,1.9463129618519999,168.083333,68.541667,1008.875,0.00017469539199271562,0.00010600531405340451,106,1
2008-04-16,33.82376,-118.18921,11.7,12.2,33.0,30.0,18.521739,15.173913,0.035235,0.036294,0.355616,0.2914855,2.107764,1.9857145,15.16203722222222,1.9441697881480002,148.666667,64.666667,1010.125,0.0001600533970373329,8.377821787859137e-05,107,2
