date,latitude,longitude,target_pm25,pm25,target_pm10,pm10,target_no2,no2,target_o3,o3,target_co,co,target_so2,so2,temperature_c,wind_speed_ms,wind_direction_deg,humidity_perc,pressure_hpa,tempo_no2_col,tempo_hcho_col,day_of_year,day_of_week
2008-08-31,33.82376,-118.18921,8.4,10.6,15.0,25.0,3.608696,12.913043,0.028294,0.024588,0.1934785,0.287047,2.3742235000000003,3.777019,22.245370555555557,1.8777206,178.708333,83.458333,1003.625,0.00010634435445873122,7.86630184371243e-05,244,6
2008-09-01,33.82376,-118.18921,7.9,8.4,16.0,15.0,4.304348,3.608696,0.023588,0.028294,0.1809785,0.1934785,2.4027950000000002,2.3742235000000003,21.666666666666668,1.836993611852,187.833333,81.208333,1005.125,0.0003034532655817021,0.00011437368866505911,245,0
2008-09-02,33.82376,-118.18921,12.1,7.9,25.0,16.0,15.304348,4.304348,0.020706,0.023588,0.3361415,0.1809785,2.8127329999999997,2.4027950000000002,22.175926111111114,1.776975488148,199.416667,82.958333,1006.833333,0.0004752282162094923,7.521260102965866e-05,246,1
2008-09-03,33.82376,-118.18921,16.8,12.1,33.0,25.0,21.826087,15.304348,0.024824,0.020706,0.4061595,0.3361415,3.2947205000000004,2.8127329999999997,22.592592777777778,1.663368761852,274.25,81.0,1006.916667,0.0003440954386547996,8.404996296732957e-05,247,2
2008-09-04,33.82376,-118.18921,13.1,16.8,26.0,33.0,20.391304,21.826087,0.027588,0.024824,0.321377,0.4061595,3.078882,3.2947205000000004,23.287037222222224,1.7619707,263.916667,74.0,1005.541667,0.00025698671383140236,0.00011714665601233451,248,3
2008-09-05,33.82376,-118.18921,14.9,13.1,33.0,26.0,16.956522,20.391304,0.03,0.027588,0.3214675,0.321377,2.827019,3.078882,22.63888888888889,1.7619707,265.125,77.875,1004.708333,0.0001453924382633008,6.051955075381585e-05,249,4
2008-09-06,33.82376,-118.18921,15.3,14.9,28.0,33.0,12.956522,16.956522,0.034588,0.03,0.3296195,0.3214675,2.9925465,2.827019,21.967592777777778,1.836993611852,275.666667,82.625,1004.291667,0.00047551593651918374,8.003873381106471e-05,250,5
2008-09-07,33.82376,-118.18921,19.4,15.3,30.0,28.0,8.608696,12.956522,0.035176,0.034588,0.29374999999999996,0.3296195,3.5683230000000004,2.9925465,21.11111111111111,1.554049411852,233.291667,85.291667,1003.666667,0.00048031281363097167,0.00012457381496886464,251,6
2008-09-08,33.82376,-118.18921,14.4,19.4,26.0,30.0,7.695652,8.608696,0.035706,0.035176,0.27844199999999997,0.29374999999999996,1.769876,3.5683230000000004,21.01851833333333,1.85842895,162.666667,81.625,1004.333333,0.00016343576617102042,0.00010845983913473114,252,0
2008-09-09,33.82376,-118.18921,13.2,14.4,22.0,26.0,8.391304,7.695652,0.035,0.035706,0.2233695,0.27844199999999997,1.8704969999999999,1.769876,21.25,2.132798911852,192.375,77.333333,1004.583333,0.0002949939103386087,8.803910652968632e-05,253,1
2008-09-13,33.82376,-118.18921,18.5,11.3,30.0,26.0,9.913043,14.086957,0.046412,0.029176,0.3125905,0.308605,3.0357145,2.532298,20.300926111111114,1.577628438148,211.458333,81.416667,1007.708333,0.0001574103777480122,9.050087881557721e-05,257,5
2008-09-14,33.82376,-118.18921,20.8,18.5,30.0,30.0,6.826087,9.913043,0.036176,0.046412,0.2875,0.3125905,2.482298,3.0357145,19.65277777777778,1.682660411852,220.916667,86.625,1008.916667,0.00030834511520763403,0.00011958584852503072,258,6
2008-09-15,33.82376,-118.18921,17.0,20.8,36.0,30.0,28.956522,6.826087,0.019353,0.036176,0.589221,0.2875,4.0139755,2.482298,21.59722222222222,1.738392188148,213.625,73.833333,1007.625,0.00015260516051894394,6.6880511603689e-05,259,0
2008-09-16,33.82376,-118.18921,13.6,17.0,31.0,36.0,13.304348,28.956522,0.030235,0.019353,0.36775349999999996,0.589221,1.928261,4.0139755,20.13888888888889,2.042771211852,165.708333,89.333333,1008.916667,0.0004670564643148997,6.228268266597011e-05,260,1
2008-09-17,33.82376,-118.18921,16.0,13.6,32.0,31.0,15.782609,13.304348,0.026647,0.030235,0.310779,0.36775349999999996,2.827019,1.928261,21.203703888888892,1.7748318,197.291667,83.916667,1010.5,0.00047388018602467,0.00014198126964628784,261,2
2008-09-18,33.82376,-118.18921,13.8,16.0,33.0,32.0,25.043478,15.782609,0.024647,0.026647,0.389312,0.310779,3.6692545,2.827019,21.944444444444443,1.873433738148,199.041667,73.916667,1009.625,0.0004456280030212386,7.351490209042218e-05,262,3
2008-09-19,33.82376,-118.18921,8.4,13.8,23.0,33.0,17.0,25.043478,0.019882,0.024647,0.350815,0.389312,2.8630435,3.6692545,21.203703888888892,1.8922593018840002,181.913043,71.208333,1009.75,0.00013888629218210014,5.0754527626981476e-05,263,4
2008-09-20,33.82376,-118.18921,7.2,8.4,17.0,23.0,11.73913,17.0,0.022235,0.019882,0.242663,0.350815,2.849068,2.8630435,19.189815000000003,1.45973485,172.041667,80.083333,1009.708333,0.00020740715891806388,9.525290786024533e-05,264,5
2008-09-21,33.82376,-118.18921,8.0,7.2,15.5,17.0,4.956522,11.73913,0.029471,0.022235,0.20217400000000002,0.242663,2.1940995,2.849068,19.166666666666668,1.6355033881480001,161.25,79.583333,1008.333333,0.00012161974855432144,0.00011931997913234901,265,6
2008-09-22,33.82376,-118.18921,12.3,8.0,23.0,15.5,12.217391,4.956522,0.026412,0.029471,0.268116,0.20217400000000002,2.445963,2.1940995,20.0,1.804840861852,172.833333,81.416667,1008.583333,0.00022245993281719468,0.00013274232435065068,266,0
2008-09-23,33.82376,-118.18921,23.9,12.3,35.0,23.0,25.0,12.217391,0.027182,0.026412,0.4135415,0.268116,5.01875,2.445963,20.439815000000003,1.31826275,208.833333,83.75,1009.583333,0.0002185861717968787,0.00014726804404680146,267,1
2008-09-24,33.82376,-118.18921,20.2,23.9,32.0,35.0,20.066667,25.0,0.016727,0.027182,0.2858335,0.4135415,4.1958335,5.01875,21.412037222222224,1.7426790500000002,250.791667,79.166667,1008.708333,0.0002518659917740549,0.00013551212920584916,268,2
2008-09-25,33.82376,-118.18921,12.4,20.2,27.0,32.0,16.9375,20.066667,0.015667,0.016727,0.302644,0.2858335,1.2375,4.1958335,22.569444444444443,2.074923961852,205.708333,75.0,1007.416667,0.00021869268524495348,7.364342163592661e-05,269,3
2008-09-26,33.82376,-118.18921,10.2,12.4,23.0,27.0,18.652174,16.9375,0.020706,0.015667,0.374366,0.302644,1.0788820000000001,1.2375,21.828703888888892,1.706239438148,192.208333,80.041667,1008.583333,0.000462905880237995,0.00014122625450270772,270,4
2008-09-27,33.82376,-118.18921,14.5,10.2,24.0,23.0,16.695652,18.652174,0.027941,0.020706,0.33596000000000004,0.374366,1.7621115,1.0788820000000001,20.416666666666668,1.669799311852,262.416667,86.25,1008.833333,0.00020776133435191247,5.357642042198463e-05,271,5
2008-09-28,33.82376,-118.18921,19.7,14.5,21.0,24.0,12.391304,16.695652,0.023588,0.027941,0.29791650000000003,0.33596000000000004,1.877329,1.7621115,19.444444444444443,1.757683838148,217.625,86.25,1008.458333,0.0002177220723839181,9.734661590008056e-05,272,6
2008-09-29,33.82376,-118.18921,12.1,19.7,28.0,21.0,22.652174,12.391304,0.011647,0.023588,0.40018149999999997,0.29791650000000003,1.9204970000000001,1.877329,21.064815000000003,1.7941234499999998,203.708333,75.708333,1008.0,0.00018804065910389608,0.00012354960034510098,273,0
2008-09-30,33.82376,-118.18921,12.8,12.1,30.0,28.0,33.478261,22.652174,0.015,0.011647,0.7575185,0.40018149999999997,0.8776395,1.9204970000000001,26.435184999999997,1.879864288148,211.541667,48.875,1009.666667,0.0002947096776156612,0.00014345442528211876,274,1
2008-10-01,33.82376,-118.18921,12.9,12.8,32.0,30.0,29.73913,33.478261,0.025059,0.015,0.671739,0.7575185,1.079193,0.8776395,26.52777777777778,1.483313361852,158.333333,51.0,1009.375,0.00046134427107502514,6.936181335665022e-05,275,2
2008-10-02,33.82376,-118.18921,10.2,12.9,22.0,32.0,23.391304,29.73913,0.020529,0.025059,0.3785325,0.671739,1.6757765,1.079193,23.217592777777778,1.500461838148,188.791667,71.875,1007.583333,0.0001558297368648639,7.396306993790566e-05,276,3
2008-10-03,33.82376,-118.18921,6.2,10.2,17.0,22.0,14.666667,23.391304,0.017143,0.020529,0.263889,0.3785325,0.6555555,1.6757765,18.796296111111108,1.894868561852,155.083333,88.083333,1006.583333,0.0004747794148692521,8.184428508602076e-05,277,4
2008-10-04,33.82376,-118.18921,5.2,6.2,11.0,17.0,12.782609,14.666667,0.016235,0.017143,0.265942,0.263889,0.7121115,0.6555555,17.800926111111114,1.8605726381480001,212.541667,87.166667,1006.791667,0.0003872270856540178,0.00010671363178506068,278,5
2008-10-05,33.82376,-118.18921,7.2,5.2,16.0,11.0,11.0,12.782609,0.019882,0.016235,0.2449275,0.265942,0.7192545,0.7121115,18.703703888888892,1.43401265,161.916667,81.375,1008.166667,0.00047702638733077533,6.619848154881081e-05,279,6
2008-10-06,33.82376,-118.18921,13.7,7.2,29.0,16.0,34.347826,11.0,0.019824,0.019882,0.6895834999999999,0.2449275,1.3953415,0.7192545,21.226851666666665,1.579771611852,195.583333,68.833333,1009.916667,0.00022524482812655186,5.752325931340748e-05,280,0
2008-10-07,33.82376,-118.18921,13.0,13.7,26.0,29.0,36.235294,34.347826,0.005077,0.019824,0.654412,0.6895834999999999,0.0588235,1.3953415,25.13888888888889,1.5047487,185.333333,44.958333,1010.75,0.00010082286826676974,0.00010581434279694304,281,1
2008-10-08,33.82376,-118.18921,14.6,13.0,34.0,26.0,33.217391,36.235294,0.026118,0.005077,0.6660325,0.654412,1.6254655,0.0588235,25.231481666666667,1.425438411852,158.625,43.833333,1007.0,0.00015643012874346632,0.00012940135891178909,282,2
2008-10-09,33.82376,-118.18921,16.4,14.6,32.5,34.0,11.173913,33.217391,0.033353,0.026118,0.3483695,0.6660325,0.0,1.6254655,19.189815000000003,2.055539197488,122.652174,88.291667,1004.041667,0.0002997108946800565,0.00012474065300536685,283,3
2008-10-10,33.82376,-118.18921,12.9,16.4,45.0,32.5,17.478261,11.173913,0.032529,0.033353,0.3552535,0.3483695,0.6257765,0.0,18.935184999999997,1.8660288312120001,222.318182,57.166667,1003.5,0.00018233312991806433,0.0001375502180931952,284,4
2008-10-11,33.82376,-118.18921,5.7,12.9,26.0,45.0,9.173913,17.478261,0.025118,0.032529,0.210779,0.3552535,0.08633550000000001,0.6257765,16.458333333333332,2.979488338148,281.291667,22.333333,1005.25,0.00012977080857877802,9.646223710818431e-05,285,5
2008-10-12,33.82376,-118.18921,9.1,5.7,28.0,26.0,18.73913,9.173913,0.022706,0.025118,0.443116,0.210779,0.10807449999999999,0.08633550000000001,16.481481666666664,1.85842895,175.458333,29.333333,1011.083333,0.0003042282706619151,0.00011560169774167274,286,6
2008-10-13,33.82376,-118.18921,17.1,9.1,123.0,28.0,28.869565,18.73913,0.012647,0.022706,0.5774455000000001,0.443116,0.39596299999999995,0.10807449999999999,19.375,1.731961638148,156.5,20.0,1015.541667,0.0004816499592506764,8.658414808245913e-05,287,0
2008-10-14,33.82376,-118.18921,16.7,17.1,52.0,123.0,39.347826,28.869565,0.017529,0.012647,1.005435,0.5774455000000001,1.5254655000000001,0.39596299999999995,21.041666666666668,1.5760691583839999,165.090909,31.125,1012.5,0.00024146031594753363,0.00012704902021696686,288,1
2008-10-17,33.82376,-118.18921,14.4,13.5,43.0,36.0,41.782609,43.304348,0.026294,0.018,0.928714,0.8427534999999999,1.0825755,0.885606,21.78240722222222,1.758908729312,187.190476,46.833333,1012.791667,0.0001788295511398444,8.041940498795485e-05,291,4
2008-10-18,33.82376,-118.18921,9.1,14.4,22.0,43.0,12.869565,41.782609,0.033294,0.026294,0.335688,0.928714,0.4891305,1.0825755,18.287037222222224,1.9891836381480001,236.208333,77.291667,1012.25,0.00026240112243538225,0.00014971601249935018,292,5
2008-10-19,33.82376,-118.18921,13.1,9.1,24.0,22.0,12.043478,12.869565,0.030353,0.033294,0.3064315,0.335688,0.676087,0.4891305,16.990740555555558,1.521896661852,181.833333,85.166667,1011.041667,0.00042633970596657266,6.483811422442265e-05,293,6
2008-10-20,33.82376,-118.18921,15.7,13.1,25.0,24.0,20.173913,12.043478,0.018412,0.030353,0.34057950000000003,0.3064315,0.5826085,0.676087,17.17592611111111,1.44687375,162.75,83.541667,1012.041667,0.0003589009196423658,7.276590610513837e-05,294,0
2008-10-21,33.82376,-118.18921,23.8,15.7,41.0,25.0,41.608696,20.173913,0.016471,0.018412,0.8722825000000001,0.34057950000000003,2.53882,0.5826085,18.819444444444443,1.2346656,163.217391,79.291667,1011.041667,0.00016894018940166912,0.0001290681724839888,295,1
2008-10-22,33.82376,-118.18921,13.0,23.8,36.0,41.0,38.73913,41.608696,0.014588,0.016471,0.8516305,0.8722825000000001,0.5394410000000001,2.53882,24.51388888888889,1.746965911852,130.375,42.25,1011.833333,0.00044258797446053866,0.00014384827977192513,296,2
2008-10-23,33.82376,-118.18921,10.8,13.0,29.0,36.0,39.0,38.73913,0.014294,0.014588,0.6990945,0.8516305,0.9139755,0.5394410000000001,25.069444444444443,1.9677483000000002,264.5,9.625,1011.041667,0.0002040442341075178,0.00010207000297487319,297,3
2008-10-24,33.82376,-118.18921,13.7,10.8,34.0,29.0,42.0,39.0,0.014412,0.014294,0.9641305,0.6990945,1.302174,0.9139755,21.226851666666665,1.258244111852,156.791667,27.708333,1010.791667,0.0003628761970450722,5.728387770606408e-05,298,4
2008-10-25,33.82376,-118.18921,20.0,13.7,33.0,34.0,35.695652,42.0,0.027882,0.014412,0.9158515,0.9641305,2.8770189999999998,1.302174,19.837962777777776,1.352559188148,158.5,61.875,1011.666667,0.0003978540255258821,6.447483297099827e-05,299,5
2008-10-26,33.82376,-118.18921,23.4,20.0,25.0,33.0,20.913043,35.695652,0.032353,0.027882,0.50625,0.9158515,2.2369565,2.8770189999999998,18.055555555555554,1.444730061852,279.041667,81.833333,1012.583333,0.0002684681550691813,8.213167888761037e-05,300,6
2008-10-27,33.82376,-118.18921,23.3,23.4,37.0,25.0,45.391304,20.913043,0.021176,0.032353,0.9296195,0.50625,1.9419255,2.2369565,19.745370555555557,1.275392588148,199.041667,72.208333,1014.125,0.000394528328512867,8.691708009618955e-05,301,0
2008-10-28,33.82376,-118.18921,18.3,23.3,36.0,37.0,43.73913,45.391304,0.018176,0.021176,0.8127715,0.9296195,1.237267,1.9419255,22.037037222222224,1.57548475,240.333333,57.25,1013.791667,0.0004912254697451377,6.099892493357041e-05,302,1
2008-10-29,33.82376,-118.18921,15.6,18.3,35.0,36.0,26.869565,43.73913,0.030176,0.018176,0.571739,0.8127715,0.7192545,1.237267,19.953703888888892,1.483313361852,131.291667,76.958333,1011.0,0.00013418979591930624,0.00011250219803995398,303,2
2008-10-30,33.82376,-118.18921,14.3,15.6,23.0,35.0,14.631579,26.869565,0.029,0.030176,0.4161765,0.571739,0.026316,0.7192545,18.773148333333335,1.817701961852,148.125,81.125,1012.875,0.00041988272367793583,5.223685936234476e-05,304,3
2008-10-31,33.82376,-118.18921,14.3,14.3,28.0,23.0,27.478261,14.631579,0.008235,0.029,0.5810685,0.4161765,0.676087,0.026316,20.90277777777778,1.584058988148,180.625,77.125,1017.916667,0.0002710482013479098,5.672737808994668e-05,305,4
2008-11-01,33.82376,-118.18921,12.1,14.3,26.0,28.0,27.478261,27.478261,0.010824,0.008235,0.6979165,0.5810685,0.17981350000000001,0.676087,20.39351833333333,1.168216411852,237.583333,72.666667,1015.333333,0.00023015749962298078,7.44536288112698e-05,306,5
2008-11-02,33.82376,-118.18921,5.5,12.1,13.0,26.0,8.521739,27.478261,0.020118,0.010824,0.231703,0.6979165,0.0,0.17981350000000001,17.708333333333332,1.8777206,235.916667,88.958333,1012.833333,0.0003187194701560941,6.115494036446733e-05,307,6
2008-11-03,33.82376,-118.18921,6.7,5.5,19.0,13.0,17.695652,8.521739,0.017824,0.020118,0.3233695,0.231703,0.662733,0.0,17.314815,1.6869477881480002,211.458333,79.333333,1010.958333,0.00044095623302865827,7.808013777007207e-05,308,0
2008-11-04,33.82376,-118.18921,4.7,6.7,15.0,19.0,18.608696,17.695652,0.016647,0.017824,0.310688,0.3233695,0.1298135,0.662733,16.71296277777778,1.8605726381480001,196.166667,66.958333,1009.625,0.0003346753175015438,8.672487215949086e-05,309,1
2008-11-05,33.82376,-118.18921,10.2,4.7,26.0,15.0,30.608696,18.608696,0.009059,0.016647,0.65471,0.310688,0.2661495,0.1298135,16.55092611111111,1.60120695,151.083333,51.041667,1012.291667,0.0003773413412396701,0.00014134142801882537,310,2
2008-11-06,33.82376,-118.18921,8.7,10.2,20.0,26.0,33.652174,30.608696,0.011765,0.009059,0.7609600000000001,0.65471,0.3742235,0.2661495,19.28240722222222,1.89701225,202.791667,29.0,1015.458333,0.00037869295364994013,0.00014587183932982195,311,3
2008-11-07,33.82376,-118.18921,11.7,8.7,26.0,20.0,36.913043,33.652174,0.008765,0.011765,1.0458335,0.7609600000000001,0.7409935,0.3742235,21.550926111111114,1.4661654000000002,127.125,30.166667,1013.541667,0.00030041622697217604,0.00014557184707304015,312,4
2008-11-08,33.82376,-118.18921,12.3,11.7,29.5,26.0,33.565217,36.913043,0.013,0.008765,0.9872285,1.0458335,1.9922360000000001,0.7409935,20.27777777777778,1.3332675381480001,178.958333,49.833333,1008.25,0.0002454401300634041,0.00013102433967178138,313,5
2008-11-09,33.82376,-118.18921,6.4,12.3,21.0,29.5,7.565217,33.565217,0.022824,0.013,0.227355,0.9872285,0.0,1.9922360000000001,16.25,4.259167788148,261.25,61.791667,1002.833333,0.00023247096690393726,8.420491957861852e-05,314,6
2008-11-10,33.82376,-118.18921,10.1,6.4,23.0,21.0,21.956522,7.565217,0.009118,0.022824,0.423913,0.227355,0.0431675,0.0,14.69907388888889,1.5411883118520002,149.625,76.583333,1009.791667,0.0003263088230078356,0.00011084530708261258,315,0
2008-11-11,33.82376,-118.18921,15.3,10.1,25.0,23.0,30.26087,21.956522,0.011235,0.009118,0.7678445,0.423913,0.5108695,0.0431675,15.277777777777777,1.36970715,145.375,76.458333,1013.916667,0.0001335976566476467,5.723938577665787e-05,316,1
2008-11-12,33.82376,-118.18921,20.4,15.3,30.0,25.0,39.565217,30.26087,0.009235,0.011235,0.976812,0.7678445,1.582298,0.5108695,17.060185,1.2218045,177.583333,72.708333,1013.166667,0.0002342710680706253,0.00011125238432912397,317,2
2008-11-15,33.82376,-118.18921,29.4,24.5,62.0,54.5,34.0,57.782609,0.014353,0.007353,1.2374095,1.6594205,0.6260870000000001,4.51677,23.865740555555554,1.881075803768,89.565217,23.416667,1012.541667,0.0001287727405404604,5.6549843035215296e-05,320,5
2008-11-16,33.82376,-118.18921,57.2,29.4,87.0,62.0,39.0,34.0,0.028235,0.014353,1.174547,1.2374095,2.7835405,0.6260870000000001,22.453703888888892,1.6484576025120001,163.652174,17.791667,1012.583333,0.0003678600412216925,7.575831932725495e-05,321,6
2008-11-17,33.82376,-118.18921,33.5,57.2,55.0,87.0,54.434783,39.0,0.008353,0.028235,1.2339674999999999,1.174547,2.258385,2.7835405,22.106481666666667,1.4561003031400002,98.913043,19.875,1014.666667,0.00032352006842262774,8.42854722961452e-05,322,0
2008-11-18,33.82376,-118.18921,24.7,33.5,40.0,55.0,50.478261,54.434783,0.007765,0.008353,1.3113225000000002,1.2339674999999999,1.3742235,2.258385,20.023148333333335,1.36970715,135.125,43.25,1014.0,0.0004829436216926095,0.00013843437218742476,323,1
2008-11-19,33.82376,-118.18921,28.9,24.7,40.0,40.0,47.73913,50.478261,0.005647,0.007765,1.000362,1.3113225000000002,2.8121115,1.3742235,17.824073888888886,1.2432398381479999,171.833333,70.958333,1011.916667,0.0002398942546860413,9.829929517182363e-05,324,2
2008-11-20,33.82376,-118.18921,28.4,28.9,41.5,40.0,37.434783,47.73913,0.003647,0.005647,0.9751815,1.000362,3.58882,2.8121115,15.532407222222224,1.0546102,144.041667,86.416667,1011.041667,0.0002909124118453868,0.00012163171279861928,325,3
2008-11-21,33.82376,-118.18921,36.1,28.4,51.0,41.5,56.695652,37.434783,0.004118,0.003647,1.5511775,0.9751815,2.898758,3.58882,18.935184999999997,0.9838741500000001,156.0,58.75,1009.541667,0.0002330335578382939,0.00012978493466953616,326,4
2008-11-22,33.82376,-118.18921,38.8,36.1,39.0,51.0,36.217391,56.695652,0.026,0.004118,1.3789855,1.5511775,0.719565,2.898758,16.85185166666667,1.406146761852,99.791667,76.541667,1011.125,0.0003055043053876416,0.0001254205726577135,327,5
2008-11-23,33.82376,-118.18921,32.4,38.8,25.0,39.0,15.086957,36.217391,0.014588,0.026,0.48804349999999996,1.3789855,0.136646,0.719565,15.185185,1.3568460500000001,133.541667,89.791667,1012.458333,0.00013423343167315394,5.6127988934600774e-05,328,6
2008-11-24,33.82376,-118.18921,23.4,32.4,28.0,25.0,26.869565,15.086957,0.006941,0.014588,0.892663,0.48804349999999996,0.72,0.136646,15.532407222222224,1.418395673492,160.285714,82.375,1012.208333,0.00021848492181047893,0.000144230628067033,329,0
2008-11-25,33.82376,-118.18921,15.0,23.4,24.0,28.0,26.782609,26.869565,0.006176,0.006941,0.6361414999999999,0.892663,0.294697,0.72,16.643518333333336,1.684244899372,151.478261,81.458333,1010.166667,0.0004164871970250171,0.00010150202365751088,330,1
2008-11-26,33.82376,-118.18921,5.4,15.0,12.5,24.0,21.304348,26.782609,0.006647,0.006176,0.4487315,0.6361414999999999,0.09318200000000001,0.294697,16.064815,1.664114705652,133.086957,90.625,1006.625,0.00037925470010036373,6.569040932716434e-05,331,2
2008-11-27,33.82376,-118.18921,9.9,5.4,13.0,12.5,15.956522,21.304348,0.013941,0.006647,0.621377,0.4487315,0.10761899999999999,0.09318200000000001,15.694444444444445,1.28611,158.619048,88.625,1010.666667,0.00010510017274141417,0.00013918061508638014,332,3
2008-11-28,33.82376,-118.18921,19.3,9.9,16.0,13.0,18.090909,15.956522,0.011941,0.013941,0.5842799999999999,0.621377,0.048809500000000006,0.10761899999999999,14.903381666666666,1.2089434000000001,182.0,87.695652,1014.565217,0.0002816196400806368,0.00011222150937521228,333,4
2008-11-29,33.82376,-118.18921,28.2,19.3,21.0,16.0,20.565217,18.090909,0.019294,0.011941,0.909964,0.5842799999999999,1.0522725,0.048809500000000006,14.86111111111111,1.292819893092,186.565217,88.958333,1013.583333,0.0002736171516823168,7.103669529476278e-05,334,5
2008-11-30,33.82376,-118.18921,29.0,28.2,15.0,21.0,20.130435,20.565217,0.011,0.019294,0.574547,0.909964,1.3075755,1.0522725,15.16203722222222,1.386761997488,193.26087,89.125,1013.125,0.000458238061084184,5.471696444492105e-05,335,6
2008-12-01,33.82376,-118.18921,28.4,29.0,21.0,15.0,33.608696,20.130435,0.010059,0.011,1.0403985,0.574547,1.877329,1.3075755,14.652777777777777,1.178321635344,212.285714,89.5,1012.857143,0.00012297312780915203,7.269137350980418e-05,336,0
2008-12-02,33.82376,-118.18921,31.8,28.4,28.0,21.0,22.130435,33.608696,0.020588,0.010059,0.391395,1.0403985,0.9857145,1.877329,14.629629444444445,1.4125773118520002,129.458333,89.875,1013.333333,0.00020774622761708455,0.00014155695230143932,337,1
2008-12-03,33.82376,-118.18921,39.7,31.8,23.0,28.0,26.347826,22.130435,0.010176,0.020588,0.502355,0.391395,1.3593169999999999,0.9857145,15.254629444444445,1.354702361852,160.333333,81.541667,1013.208333,0.0002375902233473965,8.817293017749495e-05,338,2
2008-12-04,33.82376,-118.18921,41.5,39.7,25.0,23.0,36.043478,26.347826,0.005765,0.010176,0.700634,0.502355,0.7624219999999999,1.3593169999999999,15.439814999999998,1.256100938148,117.0,83.125,1010.666667,0.00012380103225382612,0.00011225777415013039,339,3
2008-12-05,33.82376,-118.18921,31.8,41.5,34.0,25.0,43.695652,36.043478,0.003235,0.005765,1.3457425,0.700634,2.057143,0.7624219999999999,16.25,1.31826275,155.208333,72.0,1014.041667,0.00014434547683956335,0.00013160186769748823,340,4
2008-12-06,33.82376,-118.18921,11.0,31.8,20.0,34.0,33.782609,43.695652,0.010294,0.003235,0.8593295,1.3457425,1.4242235,2.057143,17.592592777777774,1.429725788148,149.416667,42.833333,1015.833333,0.0001939960367474718,0.00013636698528512477,341,5
2008-12-07,33.82376,-118.18921,12.6,11.0,17.0,20.0,18.086957,33.782609,0.018235,0.010294,0.4321555,0.8593295,0.223292,1.4242235,15.810185,1.464021711852,196.708333,79.5,1012.541667,0.0003798455711315728,5.6561523283376546e-05,342,6
2008-12-08,33.82376,-118.18921,10.3,12.6,23.0,17.0,25.043478,18.086957,0.011529,0.018235,0.5790759999999999,0.4321555,0.12950299999999998,0.223292,13.773148333333332,1.3332675381480001,148.75,84.291667,1009.0,0.0001227324325842106,6.685318929090804e-05,343,0
2008-12-09,33.82376,-118.18921,13.1,10.3,29.0,23.0,34.26087,25.043478,0.007882,0.011529,0.858062,0.5790759999999999,0.525155,0.12950299999999998,14.722222222222221,1.354702361852,155.041667,59.708333,1015.333333,0.0002630137429670167,0.0001131249799775849,344,1
2008-12-10,33.82376,-118.18921,10.5,13.1,27.0,29.0,33.782609,34.26087,0.005765,0.007882,0.8251815,0.858062,0.554037,0.525155,15.671296111111113,2.079211338148,194.583333,33.333333,1017.708333,0.0003392025187590618,0.00010694279622235699,345,2
2008-12-11,33.82376,-118.18921,14.3,10.5,33.0,27.0,40.565217,33.782609,0.001647,0.005765,1.1398549999999998,0.8251815,1.668944,0.554037,16.342592777777774,1.3139758881480001,120.291667,44.166667,1011.583333,0.0002721669788622673,5.4206718121391334e-05,346,3
2008-12-12,33.82376,-118.18921,23.8,14.3,30.0,33.0,29.608696,40.565217,0.005176,0.001647,1.0105075000000001,1.1398549999999998,1.0574534999999998,1.668944,13.634259444444442,1.3889988000000002,127.25,89.625,1005.958333,0.00036367191166706094,6.502773884251466e-05,347,4
2008-12-13,33.82376,-118.18921,10.0,23.8,19.0,30.0,18.608696,29.608696,0.019294,0.005176,0.518297,1.0105075000000001,0.08633550000000001,1.0574534999999998,12.453703888888887,2.41145625,177.375,70.625,1003.25,0.000240463627751264,9.954687951901469e-05,348,5
2008-12-14,33.82376,-118.18921,5.9,10.0,11.5,19.0,16.869565,18.608696,0.024471,0.019294,0.38278999999999996,0.518297,0.158385,0.08633550000000001,10.995370555555553,1.817701961852,248.916667,48.041667,1008.291667,0.00014102495401013257,0.0001289235008310937,349,6
2008-12-15,33.82376,-118.18921,5.5,5.9,9.0,11.5,20.608696,16.869565,0.008882,0.024471,0.40679350000000003,0.38278999999999996,0.22298099999999998,0.158385,11.203703888888887,2.152542243684,181.421053,90.458333,1006.578947,0.000181435913625264,0.00011038276789254785,350,0
2008-12-16,33.82376,-118.18921,14.7,5.5,18.0,9.0,28.652174,20.608696,0.006118,0.008882,0.9307970000000001,0.40679350000000003,0.5180125,0.22298099999999998,10.648148333333332,1.1660732381480001,101.083333,75.166667,1007.333333,0.00014865888866248222,5.4681303837404916e-05,351,1
2008-12-17,33.82376,-118.18921,6.7,14.7,8.0,18.0,21.608696,28.652174,0.007529,0.006118,0.5627715,0.9307970000000001,0.08633550000000001,0.5180125,8.842592777777776,2.228477779192,126.5,85.291667,1000.5,0.00014484724103100796,0.00013090947668860056,352,2
2008-12-18,33.82376,-118.18921,10.6,6.7,15.0,8.0,24.956522,21.608696,0.008294,0.007529,0.6542574999999999,0.5627715,0.25900650000000003,0.08633550000000001,9.259259444444442,1.36842104,107.933333,73.833333,1015.666667,0.00011226826159554665,5.931786480137404e-05,353,3
