date,latitude,longitude,target_pm25,pm25,target_pm10,pm10,target_no2,no2,target_o3,o3,target_co,co,target_so2,so2,temperature_c,wind_speed_ms,wind_direction_deg,humidity_perc,pressure_hpa,tempo_no2_col,tempo_hcho_col,day_of_year,day_of_week
2009-07-31,30.461981,-91.179219,28.0,28.0,7.2,8.3,8.791667,8.791667,0.012706,0.007941,0.176848,0.1564585,0.2742235,0.2416665,29.074073888888886,1.87129005,227.916667,81.041667,1010.291667,0.00027466959368087373,8.74663942948568e-05,212,4
2009-08-01,30.461981,-91.179219,55.0,28.0,14.0,7.2,5.666667,8.791667,0.016647,0.012706,0.1560415,0.176848,0.24791649999999998,0.2742235,29.51388888888889,1.622642288148,212.041667,79.333333,1010.5,0.0002109265415526975,9.186777328588595e-05,213,5
2009-08-02,30.461981,-91.179219,43.0,55.0,13.4,14.0,9.0,5.666667,0.014765,0.016647,0.1489585,0.1560415,0.3354165,0.24791649999999998,26.73611111111111,1.153212138148,233.5,87.083333,1010.458333,0.0004898752314365849,5.9751056480382035e-05,214,6
2009-08-03,30.461981,-91.179219,59.0,43.0,14.6,13.4,9.333333,9.0,0.021824,0.014765,0.1525,0.1489585,0.3041665,0.3354165,29.560184999999997,1.429725788148,229.791667,74.125,1010.333333,0.0004221399736257216,9.353088963448502e-05,215,0
2009-08-04,30.461981,-91.179219,56.0,59.0,14.7,14.6,8.708333,9.333333,0.017529,0.021824,0.1341485,0.1525,0.46118000000000003,0.3041665,29.791666666666664,1.153212138148,230.875,72.708333,1010.333333,0.0004135219874852545,0.00011348161639261844,216,1
2009-08-05,30.461981,-91.179219,58.0,56.0,14.1,14.7,11.0,8.708333,0.018824,0.017529,0.1202085,0.1341485,0.6875,0.46118000000000003,29.560184999999997,1.671943,255.625,74.666667,1009.875,0.00032287369414323014,0.0001361777650398696,217,2
2009-08-06,30.461981,-91.179219,45.0,58.0,12.5,14.1,16.375,11.0,0.015471,0.018824,0.2214315,0.1202085,0.32018650000000004,0.6875,28.51851833333333,1.603350638148,221.916667,82.041667,1009.041667,0.00014299253734317296,0.00013229394828618868,218,3
2009-08-07,30.461981,-91.179219,35.0,45.0,15.8,12.5,16.791667,16.375,0.041118,0.015471,0.3108515,0.2214315,0.1416665,0.32018650000000004,29.28240722222222,0.94529085,131.541667,73.625,1010.166667,0.0004963119502562325,0.00012796825084269693,219,4
2009-08-08,30.461981,-91.179219,26.0,35.0,14.1,15.8,12.125,16.791667,0.024,0.041118,0.265625,0.3108515,0.1,0.1416665,27.337962777777776,1.464021711852,116.708333,88.166667,1011.583333,0.0004193264621855409,9.988413484362567e-05,220,5
2009-08-09,30.461981,-91.179219,16.0,26.0,6.8,14.1,9.857143,12.125,0.013706,0.024,0.18541649999999998,0.265625,0.1,0.1,27.75462944444444,1.1960823,142.25,90.5,1013.0,0.0004396263490465323,6.707483584520826e-05,221,6
2009-08-10,30.461981,-91.179219,18.0,16.0,7.8,6.8,13.916667,9.857143,0.019235,0.013706,0.19875,0.18541649999999998,0.1083335,0.1,29.375,1.0953371881479999,189.916667,81.791667,1012.875,0.00018452437029751778,0.00011877308750633393,222,0
2009-08-11,30.461981,-91.179219,32.0,18.0,10.1,7.8,14.0,13.916667,0.017471,0.019235,0.156775,0.19875,0.1462735,0.1083335,28.981481666666667,1.5583367881480001,247.791667,81.708333,1010.708333,0.0002375372530757586,7.612150500842889e-05,223,1
2009-08-12,30.461981,-91.179219,31.0,32.0,9.9,10.1,14.409091,14.0,0.030235,0.017471,0.17895850000000002,0.156775,0.4875,0.1462735,28.773148333333335,1.487600738148,254.208333,77.833333,1008.583333,0.0004810173619838257,0.00013016802037470602,224,2
2009-08-13,30.461981,-91.179219,26.0,31.0,12.0,9.9,9.791667,14.409091,0.030824,0.030235,0.1954165,0.17895850000000002,0.1791665,0.4875,28.935184999999997,1.373994011852,119.5,75.041667,1008.375,0.00022591053770104413,0.00010988135356389646,225,3
2009-08-14,30.461981,-91.179219,33.0,26.0,14.2,12.0,16.791667,9.791667,0.023882,0.030824,0.218949,0.1954165,0.12453449999999999,0.1791665,28.495370555555557,1.043892788148,123.708333,81.166667,1008.875,0.0003708150829412647,0.00010328806956458412,226,4
2009-08-15,30.461981,-91.179219,18.0,33.0,8.7,14.2,9.833333,16.791667,0.025647,0.023882,0.2570835,0.218949,0.1041665,0.12453449999999999,28.773148333333335,1.875576911852,98.958333,79.75,1008.208333,0.00038282602032282693,0.0001289917966404866,227,5
2009-08-16,30.461981,-91.179219,14.0,18.0,7.3,8.7,10.095238,9.833333,0.018353,0.025647,0.1704165,0.2570835,0.1,0.1041665,27.40740722222222,1.294684238148,115.75,86.125,1008.416667,0.000399866017452683,7.434546082346657e-05,228,6
2009-08-17,30.461981,-91.179219,18.0,14.0,6.5,7.3,13.958333,10.095238,0.018941,0.018353,0.2375,0.1704165,0.1020835,0.1,27.314815000000003,1.08676295,143.0,85.291667,1009.625,0.0003362507185716785,0.00012971188175830238,229,0
2009-08-18,30.461981,-91.179219,24.0,18.0,9.9,6.5,14.416667,13.958333,0.012882,0.018941,0.2073915,0.2375,0.131677,0.1020835,27.245370555555557,1.2646746618520002,150.166667,84.125,1010.125,0.00019810037295293757,0.00011958198286564074,230,1
2009-08-19,30.461981,-91.179219,18.0,24.0,6.5,9.9,11.590909,14.416667,0.015941,0.012882,0.1942855,0.2073915,0.15833350000000002,0.131677,28.07870388888889,1.335410711852,124.083333,81.541667,1007.583333,0.00021066689055135367,0.00011996969696334285,231,2
2009-08-20,30.461981,-91.179219,15.0,18.0,6.2,6.5,14.458333,11.590909,0.003765,0.015941,0.1883335,0.1942855,0.1041665,0.15833350000000002,26.759259444444446,1.219660811852,148.625,91.625,1007.416667,0.00047062483069475636,0.00010590649297535974,232,3
2009-08-21,30.461981,-91.179219,17.0,15.0,6.4,6.2,13.666667,14.458333,0.006118,0.003765,0.214674,0.1883335,0.13385049999999998,0.1041665,25.856481666666667,0.885272211852,191.375,93.875,1008.125,0.00029980003401023617,7.26057040363384e-05,233,4
2009-08-22,30.461981,-91.179219,21.0,17.0,8.8,6.4,13.416667,13.666667,0.028118,0.006118,0.1366665,0.214674,4.0083335,0.13385049999999998,28.07870388888889,1.901299111852,237.333333,68.75,1008.041667,0.00046009848635264076,0.00012080814541358964,234,5
2009-08-23,30.461981,-91.179219,16.0,21.0,6.4,8.8,4.952381,13.416667,0.031176,0.028118,0.1525,0.1366665,0.7562500000000001,4.0083335,25.439815000000003,2.062062861852,83.083333,59.541667,1009.0,0.00014782848456044252,0.00011648914153382682,235,6
2009-08-24,30.461981,-91.179219,30.0,16.0,8.7,6.4,8.782609,4.952381,0.027941,0.031176,0.202708,0.1525,0.44166649999999996,0.7562500000000001,25.25462944444444,1.821989338148,62.75,61.333333,1010.208333,0.00025732360932930116,8.22783936003434e-05,236,0
2009-08-25,30.461981,-91.179219,43.0,30.0,16.8,8.7,12.375,8.782609,0.051529,0.027941,0.242047,0.202708,2.337578,0.44166649999999996,25.694444444444443,1.296827411852,154.666667,65.25,1009.625,0.00022311464739646142,0.00010289088374258089,237,1
2009-08-26,30.461981,-91.179219,43.0,43.0,21.2,16.8,16.590909,12.375,0.047059,0.051529,0.27395800000000003,0.242047,2.0979165,2.337578,27.106481666666667,1.110341461852,161.25,67.583333,1009.291667,0.0003462302198868001,0.0001356083840363303,238,2
2009-08-27,30.461981,-91.179219,58.0,43.0,22.8,21.2,16.208333,16.590909,0.038118,0.047059,0.2575,0.27395800000000003,1.8729165,2.0979165,28.055555555555554,1.27967945,123.791667,65.333333,1007.791667,0.0002529340130249076,0.00010318113153756417,239,3
2009-08-28,30.461981,-91.179219,36.0,58.0,17.5,22.8,17.416667,16.208333,0.026294,0.038118,0.2088225,0.2575,0.492236,1.8729165,26.481481666666667,1.31826275,225.666667,79.541667,1006.125,0.00024552178402743993,5.663743851208616e-05,240,4
2009-08-29,30.461981,-91.179219,21.0,36.0,12.850000000000001,17.5,12.541667,17.416667,0.033647,0.026294,0.254375,0.2088225,0.2854165,0.492236,27.337962777777776,1.097480361852,183.416667,79.666667,1005.375,0.0004141227560121072,0.00012804679938326503,241,5
2009-08-30,30.461981,-91.179219,19.0,21.0,11.3,12.850000000000001,8.52381,12.541667,0.034294,0.033647,0.184375,0.254375,1.3875,0.2854165,26.689815000000003,2.0449149,197.666667,78.083333,1006.708333,0.00019669457747264137,0.00010554800712599713,242,6
2009-08-31,30.461981,-91.179219,38.0,19.0,10.1,11.3,5.083333,8.52381,0.031765,0.034294,0.19666650000000002,0.184375,0.35,1.3875,26.365740555555554,2.252836188148,37.958333,70.041667,1010.041667,0.00020987349452274433,0.00011916880869453889,243,0
2009-09-01,30.461981,-91.179219,46.0,38.0,11.8,10.1,10.75,5.083333,0.035294,0.031765,0.1941305,0.19666650000000002,4.1254655,0.35,25.300926111111114,2.677252488148,150.458333,59.458333,1011.625,0.00040652776325191063,0.0001085202210895346,244,1
2009-09-04,30.461981,-91.179219,42.0,47.0,13.4,14.5,10.125,10.541667,0.028765,0.023412,0.257464,0.2271195,0.3835405,0.4981365,27.037037222222224,1.39542935,74.583333,73.541667,1007.333333,0.00014502539789549679,0.00010149966009164928,247,4
2009-09-05,30.461981,-91.179219,17.0,42.0,8.2,13.4,7.25,10.125,0.018529,0.028765,0.2029165,0.257464,0.2583335,0.3835405,26.15740722222222,1.281823138148,83.375,83.666667,1008.541667,0.0002036473836790388,7.383150502624094e-05,248,5
2009-09-06,30.461981,-91.179219,16.0,17.0,8.5,8.2,6.952381,7.25,0.027118,0.018529,0.1902085,0.2029165,0.21458349999999998,0.2583335,25.53240722222222,1.6333597,130.125,87.791667,1009.625,0.00041070711935223454,0.00010246303959736106,249,6
2009-09-07,30.461981,-91.179219,14.0,16.0,6.9,8.5,4.791667,6.952381,0.023647,0.027118,0.1820835,0.1902085,0.15625,0.21458349999999998,26.481481666666667,1.358989738148,126.875,84.458333,1008.208333,0.00015107906189450892,0.00010050335326378431,250,0
2009-09-08,30.461981,-91.179219,19.0,14.0,7.4,6.9,11.625,4.791667,0.018765,0.023647,0.2233695,0.1820835,0.197205,0.15625,26.712962777777776,1.406146761852,118.958333,82.958333,1006.958333,0.0002005946830120109,0.00014370961213976347,251,1
2009-09-09,30.461981,-91.179219,19.0,19.0,7.1,7.4,16.045455,11.625,0.01,0.018765,0.2554165,0.2233695,0.1708335,0.197205,25.509259444444446,1.1875080618520002,135.75,90.875,1007.75,0.00014155333483735865,0.00014710091343675,252,2
2009-09-10,30.461981,-91.179219,18.0,19.0,9.2,7.1,9.208333,16.045455,0.026412,0.01,0.22083350000000002,0.2554165,0.1395835,0.1708335,25.833333333333332,2.119937811852,94.208333,85.5,1008.458333,0.00023229548294974209,7.419279706590176e-05,253,3
2009-09-11,30.461981,-91.179219,13.0,18.0,6.4,9.2,8.791667,9.208333,0.017588,0.026412,0.20214300000000002,0.22083350000000002,0.102174,0.1395835,23.541666666666668,1.9548872,82.958333,95.5,1007.375,0.0001916247103016068,0.0001098241442855203,254,4
2009-09-12,30.461981,-91.179219,9.0,13.0,5.3,6.4,4.416667,8.791667,0.017706,0.017588,0.159375,0.20214300000000002,0.1,0.102174,23.356481666666667,2.473618061852,80.375,95.333333,1002.833333,0.00013353564270495797,8.675156772818243e-05,255,5
2009-09-13,30.461981,-91.179219,11.0,9.0,5.5,5.3,8.380952,4.416667,0.011706,0.017706,0.1633335,0.159375,0.1,0.1,24.699073888888886,1.894868561852,114.875,97.333333,1002.333333,0.00010304989227124342,7.655629962887225e-05,256,6
2009-09-14,30.461981,-91.179219,12.0,11.0,4.0,5.5,9.25,8.380952,0.023765,0.011706,0.16020800000000002,0.1633335,0.1020835,0.1,27.337962777777776,1.90987335,162.458333,83.625,1002.416667,0.0003893528037252003,7.345619464858964e-05,257,0
2009-09-15,30.461981,-91.179219,15.0,12.0,6.5,4.0,8.083333,9.25,0.03,0.023765,0.18869550000000002,0.16020800000000002,0.1,0.1020835,26.64351833333333,1.7212437118519999,199.541667,83.75,1002.166667,0.00022101155152695338,0.00011334885631005226,258,1
2009-09-18,30.461981,-91.179219,20.0,22.0,11.0,11.7,16.25,15.416667,0.018412,0.029765,0.24775350000000002,0.21458349999999998,0.131677,0.2104165,25.48611111111111,1.0181705881479999,158.875,94.625,1005.208333,0.00011494982647820674,0.00014531055035917162,261,4
2009-09-19,30.461981,-91.179219,23.0,20.0,11.6,11.0,16.333333,16.25,0.020941,0.018412,0.2879165,0.24775350000000002,0.1708335,0.131677,26.481481666666667,0.9860178381479999,211.583333,89.291667,1007.208333,0.00021773024331338037,9.89489393995171e-05,262,5
2009-09-22,30.461981,-91.179219,19.0,22.0,7.15,11.7,16.130435,16.041667,0.008176,0.021706,0.205435,0.22333350000000002,0.269876,0.1041665,25.833333333333332,1.4104341381480001,140.333333,94.5,1008.208333,0.0002592719602723655,9.440966536144478e-05,265,1
2009-09-23,30.461981,-91.179219,23.0,19.0,6.0,7.15,11.285714,16.130435,0.015176,0.008176,0.18729200000000001,0.205435,0.17205,0.269876,25.023148333333335,1.238952461852,109.708333,96.25,1009.875,0.0001223672663286628,0.00011085536108758986,266,2
2009-09-30,30.461981,-91.179219,38.0,39.0,7.5,5.5,20.181818,9.041667,0.022647,0.027235,0.3172915,0.16846,1.0875,2.7015525,21.574073888888886,1.148924761852,81.166667,58.333333,1010.416667,0.00044302713859760006,8.153175348260804e-05,273,2
2009-10-01,30.461981,-91.179219,30.0,38.0,9.7,7.5,17.208333,20.181818,0.043353,0.022647,0.339375,0.3172915,2.9666665,1.0875,23.75,1.487600738148,143.375,72.416667,1006.666667,0.00010126154853071588,9.580006022756001e-05,274,3
2009-10-02,30.461981,-91.179219,13.0,30.0,5.8,9.7,11.958333,17.208333,0.026765,0.043353,0.1919565,0.339375,0.679193,2.9666665,23.703703888888892,1.65265135,162.833333,85.25,1004.916667,0.00012312360589000534,9.64761095625704e-05,275,4
2009-10-03,30.461981,-91.179219,18.0,13.0,7.5,5.8,4.833333,11.958333,0.037353,0.026765,0.177708,0.1919565,0.3208335,0.679193,24.259259444444446,2.2635536000000003,85.208333,77.5,1005.916667,0.00013324525067001295,6.673211746059328e-05,276,5
2009-10-04,30.461981,-91.179219,11.0,18.0,5.3,7.5,6.238095,4.833333,0.010412,0.037353,0.1508335,0.177708,0.1020835,0.3208335,24.120370555555557,1.8627158118520002,148.416667,96.083333,1003.791667,0.00010345962998818648,0.00012536002992816027,277,6
2009-10-05,30.461981,-91.179219,20.0,11.0,8.0,5.3,12.958333,6.238095,0.018235,0.010412,0.19895849999999998,0.1508335,0.425,0.1020835,25.13888888888889,1.2410961500000002,239.333333,92.791667,1005.0,0.0004888680983008627,7.442421904328082e-05,278,0
2009-10-06,30.461981,-91.179219,19.0,20.0,5.7,8.0,9.956522,12.958333,0.009412,0.018235,0.198551,0.19895849999999998,0.131677,0.425,27.476851666666665,1.671943,176.916667,88.958333,1005.625,0.00010376847938309953,0.0001224287701912219,279,1
