date,latitude,longitude,target_pm25,pm25,target_pm10,pm10,target_no2,no2,target_o3,o3,target_co,co,target_so2,so2,temperature_c,wind_speed_ms,wind_direction_deg,humidity_perc,pressure_hpa,tempo_no2_col,tempo_hcho_col,day_of_year,day_of_week
2009-10-07,30.461981,-91.179219,20.0,19.0,6.2,5.7,9.588235,9.956522,0.011471,0.009412,0.195,0.198551,0.1,0.131677,28.865740555555554,1.500461838148,201.708333,85.666667,1008.875,0.0003567743331824734,0.00011926712465111877,280,2
2009-10-08,30.461981,-91.179219,22.0,20.0,7.9,6.2,8.791667,9.588235,0.011941,0.011471,0.1795835,0.195,0.1,0.1,28.40277777777778,1.6333597,162.708333,84.916667,1008.541667,0.00017524340427332592,6.96045398149731e-05,281,3
2009-10-09,30.461981,-91.179219,24.0,22.0,6.9,7.9,7.5,8.791667,0.018412,0.011941,0.1577355,0.1795835,0.757143,0.1,25.925926111111114,2.1585211118520005,143.791667,85.958333,1006.416667,0.00014681623456986714,9.572530252674187e-05,282,4
2009-10-10,30.461981,-91.179219,9.0,24.0,2.6,6.9,6.208333,7.5,0.013235,0.018412,0.1241665,0.1577355,1.1104165,0.757143,20.185184999999997,2.004187911852,131.5,93.458333,1010.916667,0.00043034016034669483,6.747172332096037e-05,283,5
2009-10-11,30.461981,-91.179219,10.0,9.0,3.6,2.6,3.095238,6.208333,0.006647,0.013235,0.17041699999999999,0.1241665,0.1166665,1.1104165,19.23611111111111,2.081354511852,52.208333,96.666667,1011.791667,0.0002256410147978986,0.00011350711804094618,284,6
2009-10-12,30.461981,-91.179219,23.0,10.0,9.4,3.6,7.416667,3.095238,0.007235,0.006647,0.19437500000000002,0.17041699999999999,0.1791665,0.1166665,23.47222222222222,1.7619707,131.625,95.833333,1009.75,0.00047535771530744943,0.000145405697669024,285,0
2009-10-13,30.461981,-91.179219,13.0,23.0,7.5,9.4,10.416667,7.416667,0.007824,0.007235,0.2205075,0.19437500000000002,0.062733,0.1791665,24.351851666666665,1.7876929000000001,140.708333,96.666667,1009.708333,0.00038951293683268517,0.00013875629500781884,286,1
2009-10-14,30.461981,-91.179219,19.0,13.0,6.5,7.5,10.909091,10.416667,0.006529,0.007824,0.19937500000000002,0.2205075,0.09791649999999999,0.062733,25.625,1.519753488148,145.666667,93.0,1006.166667,0.00016663856230726985,6.712328683497996e-05,287,2
2009-10-15,30.461981,-91.179219,18.0,19.0,6.7,6.5,6.083333,10.909091,0.013294,0.006529,0.135833,0.19937500000000002,0.0041665,0.09791649999999999,26.944444444444443,1.744822738148,222.75,89.416667,1001.708333,0.00026416691264220186,0.00014064998152631808,288,3
2009-10-16,30.461981,-91.179219,23.0,18.0,10.05,6.7,8.041667,6.083333,0.015588,0.013294,0.1814015,0.135833,6.789394,0.0041665,17.268518333333336,3.624686511852,197.625,80.791667,1009.125,0.0003395816244163088,0.0001186170854666338,289,4
2009-10-20,30.461981,-91.179219,26.0,17.0,9.5,7.4,14.208333,14.75,0.034,0.023588,0.232047,0.21645799999999998,1.21677,1.325,16.222222222222225,1.8237039800000001,109.5,78.15,1014.35,0.0003866983669607419,6.187147877137562e-05,293,1
2009-10-21,30.461981,-91.179219,25.0,26.0,7.6,9.5,6.909091,14.208333,0.031059,0.034,0.181667,0.232047,0.3854165,1.21677,21.365740555555554,3.946214011852,105.5,83.5,1009.458333,0.0002762425824322221,6.491680760789567e-05,294,2
2009-10-22,30.461981,-91.179219,19.0,25.0,4.5,7.6,9.041667,6.909091,0.018706,0.031059,0.16979149999999998,0.181667,0.1395835,0.3854165,23.51851833333333,2.878742711852,148.666667,92.375,1001.208333,0.0004198403660517034,0.00011666204362748651,295,3
2009-10-23,30.461981,-91.179219,15.0,19.0,5.3,4.5,9.583333,9.041667,0.009647,0.018706,0.1294205,0.16979149999999998,4.567080499999999,0.1395835,15.578703888888887,2.865881611852,300.333333,81.25,1004.583333,0.0003102122703121131,8.984460000746307e-05,296,4
2009-10-24,30.461981,-91.179219,15.0,15.0,6.8,5.3,15.333333,9.583333,0.012294,0.009647,0.2008335,0.1294205,5.6416664999999995,4.567080499999999,14.027777777777777,1.599063261852,211.875,76.5,1009.0,0.0003086737856906951,7.49974722631969e-05,297,5
2009-10-25,30.461981,-91.179219,14.0,15.0,7.7,6.8,10.047619,15.333333,0.023353,0.012294,0.24020799999999998,0.2008335,1.3958335,5.6416664999999995,15.625,1.592632711852,112.916667,76.791667,1010.0,0.00043579889611926206,0.00011337256693632833,298,6
2009-10-26,30.461981,-91.179219,19.0,14.0,8.4,7.7,11.041667,10.047619,0.021412,0.023353,0.207917,0.24020799999999998,1.7916664999999998,1.3958335,17.77777777777778,2.377159811852,94.5,81.541667,1007.75,0.00028181987919097,5.0864583338148964e-05,299,0
2009-10-27,30.461981,-91.179219,15.0,19.0,7.0,8.4,11.583333,11.041667,0.008941,0.021412,0.20860499999999998,0.207917,0.5878885,1.7916664999999998,16.59722222222222,1.8605726381480001,182.0,97.208333,1003.083333,0.00012975254920343624,0.0001497099648874015,300,1
2009-10-28,30.461981,-91.179219,18.0,15.0,8.35,7.0,10.454545,11.583333,0.025235,0.008941,0.2935415,0.20860499999999998,0.7541665,0.5878885,17.268518333333336,2.580794238148,116.541667,91.541667,1005.583333,0.0004622016913056401,7.69229242490055e-05,301,2
2009-10-29,30.461981,-91.179219,25.0,18.0,8.9,8.35,6.166667,10.454545,0.012647,0.025235,0.1577085,0.2935415,0.1083335,0.7541665,25.740740555555554,2.8744558500000004,138.375,94.833333,1003.583333,0.0001832318863648769,6.84953207809518e-05,302,3
2009-10-30,30.461981,-91.179219,21.0,25.0,6.9,8.9,8.208333,6.166667,0.025059,0.012647,0.155036,0.1577085,3.319876,0.1083335,19.72222222222222,2.95162245,241.0,94.333333,1004.0,0.0004260022256333851,8.22451870515423e-05,303,4
2009-10-31,30.461981,-91.179219,15.0,21.0,6.2,6.9,15.916667,8.208333,0.015353,0.025059,0.1808335,0.155036,7.6770835,3.319876,14.583333333333332,2.100646161852,292.416667,73.833333,1012.041667,0.00042541198061894325,0.0001247381881723978,304,5
2009-11-01,30.461981,-91.179219,16.0,15.0,6.8,6.2,12.857143,15.916667,0.025706,0.015353,0.421875,0.1808335,3.3729164999999997,7.6770835,15.833333333333332,1.6204986,166.875,71.291667,1013.958333,0.00036231032810626895,0.00013618519355686917,305,6
2009-11-02,30.461981,-91.179219,21.0,16.0,6.5,6.8,8.375,12.857143,0.024235,0.025706,0.1897915,0.421875,0.7020835000000001,3.3729164999999997,16.134259444444442,2.1906738618520003,42.875,63.916667,1014.416667,0.00024377837835037392,7.261193896735902e-05,306,0
2009-11-03,30.461981,-91.179219,33.0,21.0,10.2,6.5,17.541667,8.375,0.017529,0.024235,0.32536200000000004,0.1897915,0.92795,0.7020835000000001,16.92129611111111,1.526184038148,87.458333,69.833333,1016.208333,0.00017038007099685136,9.213446854312675e-05,307,1
2009-11-04,30.461981,-91.179219,40.0,33.0,15.3,10.2,12.227273,17.541667,0.029882,0.017529,0.284583,0.32536200000000004,0.6708335000000001,0.92795,19.09722222222222,1.89701225,48.291667,69.625,1018.25,0.0004795139744051158,7.907093206165685e-05,308,2
2009-11-05,30.461981,-91.179219,36.0,40.0,16.4,15.3,13.916667,12.227273,0.032,0.029882,0.2679165,0.284583,0.7083335,0.6708335000000001,18.88888888888889,1.931308688148,56.708333,72.416667,1019.666667,0.0004133864533532546,8.565792542147632e-05,309,3
2009-11-06,30.461981,-91.179219,29.0,36.0,12.1,16.4,16.75,13.916667,0.025529,0.032,0.303424,0.2679165,1.508385,0.7083335,16.180555555555554,1.6162117381480001,101.083333,66.458333,1017.041667,0.000326735040964372,9.363845589536058e-05,310,4
2009-11-07,30.461981,-91.179219,28.0,29.0,11.0,12.1,10.666667,16.75,0.038471,0.025529,0.295833,0.303424,0.4,1.508385,18.03240722222222,2.06420655,96.833333,82.083333,1014.25,0.0003087446220315524,5.885585181437093e-05,311,5
2009-11-08,30.461981,-91.179219,25.0,28.0,10.5,11.0,5.190476,10.666667,0.027294,0.038471,0.2025,0.295833,0.3208335,0.4,19.28240722222222,2.227113988148,78.541667,87.166667,1012.666667,0.00041684366227187804,6.235467655860239e-05,312,6
2009-11-09,30.461981,-91.179219,22.0,25.0,6.65,10.5,5.125,5.190476,0.021941,0.027294,0.1807425,0.2025,0.3173915,0.3208335,19.65277777777778,3.2560019881480002,44.458333,87.0,1009.333333,0.0004566292996631342,8.857540842240151e-05,313,0
2009-11-10,30.461981,-91.179219,48.0,22.0,9.9,6.65,15.083333,5.125,0.022235,0.021941,0.167464,0.1807425,9.121118,0.3173915,20.13888888888889,3.9097744,292.375,75.5,1008.833333,0.0001900240937093518,0.00014616528226863131,314,1
2009-11-11,30.461981,-91.179219,63.0,48.0,17.7,9.9,20.545455,15.083333,0.027588,0.022235,0.2029165,0.167464,16.00625,9.121118,19.212962777777776,3.725432138148,318.208333,65.416667,1011.0,0.0003448052255713696,0.00014515317118680727,315,2
2009-11-12,30.461981,-91.179219,43.0,63.0,14.2,17.7,14.916667,20.545455,0.024824,0.027588,0.2029165,0.2029165,4.3541665,16.00625,15.856481666666664,2.60437275,128.75,59.0,1009.75,0.00017350981479466758,0.00010275630250738759,316,3
2009-11-13,30.461981,-91.179219,37.0,43.0,13.6,14.2,25.708333,14.916667,0.019118,0.024824,0.45048900000000003,0.2029165,1.596894,4.3541665,13.958333333333332,0.724508461852,157.083333,67.708333,1006.791667,0.0002949483631132075,5.286147964621415e-05,317,4
2009-11-14,30.461981,-91.179219,44.0,37.0,23.2,13.6,29.041667,25.708333,0.018294,0.019118,0.7352085,0.45048900000000003,2.90625,1.596894,15.856481666666664,0.7973882,158.791667,82.583333,1007.708333,0.00042727262265698313,6.761141208591838e-05,318,5
2009-11-15,30.461981,-91.179219,39.0,44.0,19.3,23.2,18.904762,29.041667,0.027118,0.018294,0.4639585,0.7352085,1.1479165,2.90625,17.89351833333333,1.0953371881479999,140.333333,81.25,1009.166667,0.000100133658874595,0.0001339579526723651,319,6
2009-11-16,30.461981,-91.179219,31.0,39.0,12.9,19.3,17.291667,18.904762,0.017294,0.027118,0.28337100000000004,0.4639585,0.909524,1.1479165,17.384259444444442,2.696544138148,211.666667,92.041667,1008.75,0.00038062195938453887,9.480262206923562e-05,320,0
2009-11-17,30.461981,-91.179219,22.0,31.0,8.9,12.9,10.458333,17.291667,0.021118,0.017294,0.163116,0.28337100000000004,1.776087,0.909524,9.953703888888887,2.522919288148,250.666667,77.208333,1011.666667,0.00018805174015125138,0.00010507457039160513,321,1
2009-11-18,30.461981,-91.179219,36.0,22.0,16.4,8.9,23.727273,10.458333,0.015471,0.021118,0.4629165,0.163116,1.65625,1.776087,11.134259444444442,0.949577711852,200.958333,82.375,1012.75,0.0001459161308712218,0.00013310312949608733,322,2
2009-11-19,30.461981,-91.179219,39.0,36.0,18.6,16.4,26.75,23.727273,0.02,0.015471,0.440417,0.4629165,1.2833335,1.65625,12.893518333333335,1.352559188148,108.291667,82.458333,1014.0,0.00012927034335355545,8.036922486897818e-05,323,3
2009-11-20,30.461981,-91.179219,37.0,39.0,16.5,18.6,23.333333,26.75,0.02,0.02,0.392011,0.440417,1.5596275,1.2833335,13.842592777777776,1.483313361852,91.291667,82.166667,1012.25,0.00010245290716338428,0.00014944867329256476,324,4
2009-11-21,30.461981,-91.179219,19.0,37.0,12.25,16.5,7.458333,23.333333,0.023529,0.02,0.2420835,0.392011,0.7604165,1.5596275,13.425926111111108,2.9636450062799997,66.608696,94.833333,1005.375,0.0003607723393920417,0.0001383598059838142,325,5
2009-11-25,30.461981,-91.179219,24.0,29.0,8.7,13.4,17.318182,21.125,0.017176,0.012471,0.196042,0.3239315,7.00625,2.0338505,13.680555555555555,2.7479885381480003,213.833333,65.125,1013.416667,0.00024544276078905075,0.00014249771707566878,329,2
2009-11-26,30.461981,-91.179219,18.0,24.0,7.1,8.7,17.541667,17.318182,0.015882,0.017176,0.1922915,0.196042,5.8833335,7.00625,10.231481666666665,2.413599938148,290.75,65.958333,1015.25,0.0002592812956152952,5.983976276121875e-05,330,3
2009-11-27,30.461981,-91.179219,19.0,18.0,10.3,7.1,16.208333,17.541667,0.021588,0.015882,0.337953,0.1922915,0.9108695,5.8833335,9.83796277777778,1.06104075,227.333333,73.708333,1016.083333,0.0004867865856733355,9.34616932964694e-05,331,4
2009-11-28,30.461981,-91.179219,30.0,19.0,17.9,10.3,26.583333,16.208333,0.017235,0.021588,0.3547915,0.337953,2.95,0.9108695,12.939814999999998,0.988161011852,144.416667,72.541667,1012.375,0.00028360800203094423,0.0001272318123347658,332,5
2009-11-29,30.461981,-91.179219,28.0,30.0,13.0,17.9,16.095238,26.583333,0.025588,0.017235,0.259792,0.3547915,2.01875,2.95,17.083333333333332,1.560479961852,148.75,82.041667,1008.791667,0.0003238819433604286,5.8652568826121534e-05,333,6
2009-11-30,30.461981,-91.179219,21.0,28.0,3.7,13.0,13.083333,16.095238,0.011706,0.025588,0.22333350000000002,0.259792,1.28125,2.01875,14.398148333333332,2.4693312,160.875,92.541667,1008.833333,0.0003747425834295385,5.504533077063002e-05,334,0
2009-12-01,30.461981,-91.179219,13.0,21.0,9.5,3.7,8.5,13.083333,0.010647,0.011706,0.19027149999999998,0.22333350000000002,0.29720500000000005,1.28125,8.935185000000002,2.692256761852,73.375,95.583333,1003.583333,0.0003315251628136229,0.00011715684629715208,335,1
2009-12-02,30.461981,-91.179219,8.0,13.0,11.3,9.5,8.0,8.5,0.016059,0.010647,0.180625,0.19027149999999998,1.16875,0.29720500000000005,10.277777777777777,2.6579608381480004,248.833333,92.375,998.166667,0.0004305367140729282,0.00013526985936502986,336,2
2009-12-03,30.461981,-91.179219,24.0,8.0,13.0,11.3,11.583333,8.0,0.015059,0.016059,0.190625,0.180625,4.6895834999999995,1.16875,8.495370555555553,2.5443541118520003,248.416667,91.666667,1012.0,0.0001860446590481076,5.376088188940366e-05,337,3
2009-12-04,30.461981,-91.179219,18.0,24.0,9.6,13.0,9.708333,11.583333,0.017,0.015059,0.178274,0.190625,2.4239129999999998,4.6895834999999995,5.486111111111111,3.31173325,149.791667,90.875,1015.166667,0.00020769739426892243,0.0001231549916815698,338,4
2009-12-05,30.461981,-91.179219,16.0,18.0,8.8,9.6,14.583333,9.708333,0.013706,0.017,0.22375,0.178274,3.01875,2.4239129999999998,3.4490738888888908,2.2506925,147.791667,84.5,1016.791667,0.00010772396378907009,6.111899583117239e-05,339,5
2009-12-08,30.461981,-91.179219,16.0,16.0,5.6,4.6,10.208333,12.416667,0.014176,0.017059,0.20516299999999998,0.2466665,0.1453415,0.3708335,20.254629444444443,3.624686511852,156.208333,98.833333,1002.125,0.00019778333320589683,0.00011850278772140453,342,1
2009-12-09,30.461981,-91.179219,36.0,16.0,9.2,5.6,11.909091,10.208333,0.020824,0.014176,0.17812499999999998,0.20516299999999998,3.0166665,0.1453415,16.689815,3.628973888148,307.75,64.166667,1003.958333,0.0004061890197912728,7.788733886712362e-05,343,2
2009-12-10,30.461981,-91.179219,20.0,36.0,8.1,9.2,9.5,11.909091,0.023765,0.020824,0.186875,0.17812499999999998,0.4958335,3.0166665,7.199073888888891,3.030932738148,48.875,56.208333,1014.958333,0.00015969685236601438,5.333484772621208e-05,344,3
2009-12-11,30.461981,-91.179219,14.0,20.0,5.1,8.1,8.111111,9.5,0.022294,0.023765,0.17970999999999998,0.186875,0.774845,0.4958335,6.782407222222224,3.328881211852,76.875,57.583333,1018.5,0.0004616805524161267,0.0001110789117269303,345,4
2009-12-12,30.461981,-91.179219,6.0,14.0,2.9,5.1,7.25,8.111111,0.009176,0.022294,0.21687499999999998,0.17970999999999998,0.19375,0.774845,9.490740555555558,2.492909711852,81.333333,99.375,1013.208333,0.0001027157156325552,9.52576438073828e-05,346,5
2009-12-13,30.461981,-91.179219,24.0,6.0,12.9,2.9,16.142857,7.25,0.006706,0.009176,0.337083,0.21687499999999998,0.9145835,0.19375,15.555555555555555,1.0803324,231.166667,99.375,1010.458333,0.0004021059039494425,0.00012617511414807607,347,6
2009-12-14,30.461981,-91.179219,18.0,24.0,10.0,12.9,17.789474,16.142857,0.004941,0.006706,0.354375,0.337083,0.5875,0.9145835,18.240740555555554,1.423295238148,201.47619,100.0,1009.041667,0.0001317188716661752,6.168592359956986e-05,348,0
2009-12-15,30.461981,-91.179219,11.0,18.0,6.050000000000001,10.0,12.5,17.789474,0.006529,0.004941,0.2069925,0.354375,0.41677,0.5875,14.53703722222222,2.6408123618520003,76.208333,97.041667,1014.0,0.00030390802391850333,9.63267039406673e-05,349,1
2009-12-16,30.461981,-91.179219,13.0,11.0,6.2,6.050000000000001,7.818182,12.5,0.024824,0.006529,0.19,0.2069925,0.42083349999999997,0.41677,10.671296111111113,3.2217055500000003,42.583333,66.25,1019.333333,0.0003479182097008393,5.1082256257009187e-05,350,2
2009-12-17,30.461981,-91.179219,15.0,13.0,6.8,6.2,11.333333,7.818182,0.013,0.024824,0.2008335,0.19,0.7854165,0.42083349999999997,7.847222222222222,2.5079145,43.791667,86.083333,1012.208333,0.00021574944343221938,6.872254719589112e-05,351,3
2009-12-18,30.461981,-91.179219,14.0,15.0,6.0,6.8,17.5,11.333333,0.016294,0.013,0.194565,0.2008335,6.0947205,0.7854165,10.648148333333332,3.135964711852,252.0,84.0,1004.0,0.0004146108252295712,0.00010217533674136079,352,4
2009-12-19,30.461981,-91.179219,17.0,14.0,7.5,6.0,21.208333,17.5,0.019529,0.016294,0.1902085,0.194565,6.39375,6.0947205,9.907407222222224,2.550784661852,299.833333,65.375,1010.541667,0.0003510158810221991,0.0001421693237677153,353,5
2009-12-20,30.461981,-91.179219,33.0,17.0,18.5,7.5,26.958333,21.208333,0.018765,0.019529,0.3972915,0.1902085,2.64375,6.39375,7.870370555555554,0.724508461852,187.0,77.625,1017.583333,0.00027444555595917817,0.00013031712502709574,354,6
2009-12-21,30.461981,-91.179219,30.0,33.0,13.9,18.5,31.095238,26.958333,0.015,0.018765,0.4685415,0.3972915,2.2854165,2.64375,9.791666666666666,0.8359715,204.958333,73.375,1017.208333,0.0001500698101797594,9.441534406261127e-05,355,0
2009-12-22,30.461981,-91.179219,23.0,30.0,7.7,13.9,24.125,31.095238,0.025647,0.015,0.33228250000000004,0.4685415,1.343939,2.2854165,13.564814999999998,2.1177946381479997,123.833333,75.083333,1011.875,0.0002461941765123898,5.992836847524421e-05,356,1
2009-12-23,30.461981,-91.179219,20.0,23.0,7.2,7.7,15.5,24.125,0.027647,0.025647,0.24312499999999998,0.33228250000000004,0.4375,1.343939,17.291666666666668,3.1766917,117.625,85.583333,1004.958333,0.00042371542194171493,5.747028956623014e-05,357,2
2009-12-24,30.461981,-91.179219,14.0,20.0,4.6,7.2,6.25,15.5,0.027941,0.027647,0.18333349999999998,0.24312499999999998,0.1708335,0.4375,15.578703888888887,3.7039968,185.5,87.416667,996.583333,0.00041003865599357575,0.00014918324166774416,358,3
2009-12-25,30.461981,-91.179219,7.0,14.0,4.8,4.6,11.708333,6.25,0.021412,0.027941,0.132935,0.18333349999999998,1.4909935,0.1708335,5.16203722222222,3.425339461852,288.0,62.375,1008.458333,0.00013443149755690135,0.0001051777737949417,359,4
2009-01-05,33.82376,-118.18921,21.0,24.0,13.7,22.3,31.0,27.478261,0.006353,0.009059,0.8779889999999999,1.0343295000000001,0.489441,0.8776395,10.13888888888889,1.6912346500000002,105.666667,53.833333,1013.25,0.0003691440909991095,7.692107702263246e-05,5,0
2009-01-06,33.82376,-118.18921,27.0,21.0,19.4,13.7,33.478261,31.0,0.005294,0.006353,0.815036,0.8779889999999999,0.827329,0.489441,11.365740555555558,1.3375544000000001,137.791667,75.708333,1013.666667,0.0001090475411844686,0.00013825652809789453,6,1
2009-01-07,33.82376,-118.18921,43.0,27.0,34.2,19.4,42.695652,33.478261,0.007118,0.005294,1.2671195,0.815036,0.777019,0.827329,13.148148333333332,1.425438411852,189.666667,76.833333,1014.041667,0.0003373690464338782,0.0001268661219077857,7,2
2009-01-08,33.82376,-118.18921,26.0,43.0,16.7,34.2,30.764706,42.695652,0.008385,0.007118,0.6336135,1.2671195,0.360294,0.777019,12.430555555555555,1.406146761852,152.0,89.375,1010.166667,0.00017491601973800407,0.00011957471158715219,8,3
2009-01-09,33.82376,-118.18921,47.0,26.0,17.1,16.7,33.25,30.764706,0.005688,0.008385,0.730294,0.6336135,0.97,0.360294,15.208333333333332,1.3889988000000002,158.416667,62.083333,1013.916667,0.0003607715429995531,7.24765319178377e-05,9,4
2009-01-10,33.82376,-118.18921,43.0,47.0,9.100000000000001,17.1,38.217391,33.25,0.008176,0.005688,1.4240945,0.730294,1.0074535,0.97,16.203703888888885,1.4125773118520002,103.291667,27.75,1021.708333,0.0003122789342148025,0.00012044314640922358,10,5
2009-01-11,33.82376,-118.18921,26.0,43.0,6.7,9.100000000000001,34.434783,38.217391,0.008647,0.008176,1.255163,1.4240945,1.14441,1.0074535,18.912037222222224,1.560479961852,180.541667,19.5,1018.916667,0.0003936362972442528,0.00011784951097488177,11,6
2009-01-12,33.82376,-118.18921,29.0,26.0,9.6,6.7,36.434783,34.434783,0.008706,0.008647,1.1211955,1.255163,0.8993785000000001,1.14441,21.435184999999997,1.800554,161.375,15.625,1016.583333,0.000438930436223205,0.00010457063718004471,12,0
2009-01-13,33.82376,-118.18921,46.5,29.0,10.9,9.6,36.347826,36.434783,0.006294,0.008706,1.0824275,1.1211955,1.446894,0.8993785000000001,21.226851666666665,1.4854570500000002,151.208333,20.041667,1016.791667,0.0003568542713020166,0.0001291016401490414,13,1
2009-01-14,33.82376,-118.18921,31.0,46.5,12.2,10.9,40.73913,36.347826,0.006353,0.006294,1.2177535,1.0824275,0.975,1.446894,19.814815000000003,1.744822738148,118.541667,18.666667,1014.041667,0.0004105034365101788,8.323489652439016e-05,14,2
2009-01-15,33.82376,-118.18921,37.0,31.0,16.430768999999998,12.2,46.608696,40.73913,0.003,0.006353,1.520562,1.2177535,3.6458335,0.975,18.587962777777776,1.52404035,133.125,19.25,1013.625,0.0002769855887632314,8.62430870216315e-05,15,3
2009-01-16,33.82376,-118.18921,28.0,37.0,13.960606,16.430768999999998,40.608696,46.608696,0.004059,0.003,1.275453,1.520562,2.136646,3.6458335,18.055555555555554,1.52404035,116.5,25.416667,1016.25,0.0003402859116669763,0.00011975966388780209,16,4
2009-01-17,33.82376,-118.18921,22.0,28.0,10.416666666666666,13.960606,32.869565,40.608696,0.007059,0.004059,0.882699,1.275453,0.7841615,2.136646,17.615740555555558,1.5390451381480001,155.25,27.291667,1015.75,0.00010834352039581612,0.0001258955732326151,17,5
2009-01-18,33.82376,-118.18921,14.0,22.0,6.7947370000000005,10.416666666666666,22.043478,32.869565,0.015588,0.007059,0.627174,0.882699,0.0431675,0.7841615,20.023148333333335,2.2314008500000004,136.708333,16.5,1017.666667,0.00042829059548376463,0.0001384438573982498,18,6
2009-01-19,33.82376,-118.18921,32.0,14.0,8.951666666666666,6.7947370000000005,36.086957,22.043478,0.003412,0.015588,0.7601450000000001,0.627174,0.80559,0.0431675,20.069444444444443,1.798410311852,259.75,16.958333,1016.0,0.00013800838449950798,5.0748900020182455e-05,19,0
2009-01-20,33.82376,-118.18921,34.0,32.0,11.778788,8.951666666666666,40.521739,36.086957,0.002882,0.003412,0.967935,0.7601450000000001,1.4024845,0.80559,20.27777777777778,1.4897439118520002,146.5,22.791667,1013.083333,0.0004132960271309071,5.764293773004231e-05,20,1
2009-01-21,33.82376,-118.18921,30.0,34.0,18.515151666666668,11.778788,38.608696,40.521739,0.007647,0.002882,0.7932064999999999,0.967935,3.2298135,1.4024845,17.754629444444447,1.1853648881480001,133.166667,50.708333,1010.958333,0.00042731027729969143,0.00011025116953172415,21,2
2009-01-22,33.82376,-118.18921,26.0,30.0,19.857575666666666,18.515151666666668,39.130435,38.608696,0.005176,0.007647,0.8596015,0.7932064999999999,4.4888200000000005,3.2298135,17.268518333333336,1.152822189596,129.818182,46.958333,1011.0,0.0003528590245127227,0.00014090953584447292,22,3
2009-01-23,33.82376,-118.18921,17.0,26.0,10.295454666666666,19.857575666666666,22.0,39.130435,0.007471,0.005176,0.705435,0.8596015,0.381677,4.4888200000000005,14.560185,1.5904895381480002,139.166667,86.5,1012.958333,0.00023802317958943764,5.991675251125928e-05,23,4
2009-01-24,33.82376,-118.18921,6.0,17.0,5.544444333333334,10.295454666666666,11.652174,22.0,0.012,0.007471,0.329348,0.705435,0.0,0.381677,13.88888888888889,1.727674261852,219.291667,94.25,1015.375,0.00042480552322797483,0.00013627823181807435,24,5
2009-01-25,33.82376,-118.18921,14.0,6.0,6.253030333333334,5.544444333333334,11.086957,11.652174,0.027882,0.012,0.3424815,0.329348,0.0431675,0.0,12.430555555555555,2.270263493092,219.086957,78.625,1009.75,0.0001153028539116146,9.383126746048841e-05,25,6
2009-01-26,33.82376,-118.18921,9.0,14.0,4.359091,6.253030333333334,19.391304,11.086957,0.010824,0.027882,0.4046195,0.3424815,0.0431675,0.0431675,11.38888888888889,2.4178868000000002,226.0,54.041667,1009.625,0.00020246307532533386,0.00012167308028276284,26,0
2009-01-27,33.82376,-118.18921,19.0,9.0,9.028571333333334,4.359091,28.043478,19.391304,0.008765,0.010824,0.7560685,0.4046195,0.467702,0.0431675,11.921296111111113,1.429725788148,179.5,43.0,1020.041667,0.0004966030602084185,5.046331230794783e-05,27,1
2009-01-28,33.82376,-118.18921,23.0,19.0,13.613636333333332,9.028571333333334,35.434783,28.043478,0.004647,0.008765,1.0510869999999999,0.7560685,0.3742235,0.467702,13.564814999999998,1.451160611852,165.5,39.083333,1016.916667,0.0002276728665118892,6.490691338433994e-05,28,2
2009-01-31,33.82376,-118.18921,33.0,76.0,9.936231999999999,12.302777666666666,31.695652,40.391304,0.010529,0.007706,0.9792575000000001,1.3063405000000001,1.1006215,0.8996895,16.481481666666664,1.429259701884,153.782609,35.208333,1012.458333,0.00041324642906731237,8.333487243853053e-05,31,5
2009-02-06,33.82376,-118.18921,8.0,13.0,1.6028986666666665,3.568116,13.272727,14.681818,0.023824,0.023647,0.3236745,0.3454545,0.0,0.1992425,12.898550555555556,2.4447274012560003,173.086957,94.26087,1007.608696,0.0004665380304762666,0.00010428402776990715,37,4
2009-02-07,33.82376,-118.18921,5.0,8.0,2.3000000000000003,1.6028986666666665,12.782609,13.272727,0.019294,0.023824,0.308786,0.3236745,0.0431675,0.0,11.11111111111111,1.873433738148,141.0,85.958333,1004.083333,0.0003064149321474133,5.0686732509569435e-05,38,5
2009-02-08,33.82376,-118.18921,10.0,5.0,5.5260869999999995,2.3000000000000003,12.818182,12.782609,0.029538,0.019294,0.381439,0.308786,0.047727500000000006,0.0431675,11.690821111111111,2.091326494348,192.217391,81.565217,1008.434783,0.00021507014065033712,7.468688480639503e-05,39,6
2009-02-12,33.82376,-118.18921,17.0,18.0,6.4375,12.758333333333333,22.26087,25.869565,0.014647,0.018471,0.5322465000000001,0.8112315,0.22298099999999998,0.3813665,10.879629444444445,2.246405638148,219.583333,71.708333,1013.25,0.00023393375503675938,0.00010151969043824496,43,3
2009-02-13,33.82376,-118.18921,12.0,17.0,5.45,6.4375,22.869565,22.26087,0.013235,0.014647,0.534239,0.5322465000000001,0.0431675,0.22298099999999998,9.143518333333335,1.6376465618520002,164.291667,79.875,1011.916667,0.0001404611690192331,6.309815133787567e-05,44,4
2009-02-14,33.82376,-118.18921,15.0,12.0,13.094444333333334,5.45,23.086957,22.869565,0.010824,0.013235,0.7108695,0.534239,0.309317,0.0431675,9.21296277777778,1.444730061852,119.583333,74.125,1012.166667,0.0001066628340559265,6.830860623062684e-05,45,5
